text,target,title,date,check
" I couldn't agree more.  The Jays have a lot of power in their line-up.  So far pitching has been the biggest problem.  Maybe we can get Acker back? :-)   One incident that sticks out in my mind was when Derek Bell ran back out on to the feild after the Jays had won the division and all the players were back in the clubhouse.  Bell ran around the field with his arms in the air, waving a big towel over his head.  He looked like a big jerk, especially when you consider he did not contribute much to the team over the whole season.  The next day, Winfield and Carter somehow got the keys to Bell's Jeep and brought it out on to the feild before the game started.  The stadium announcer said that there was going to be a draw later in the game for Bell's jeep.  Bell really freaked out. I don't think Bell was to popular after that.  I think that Jackson might be trying a little too hard right now.  He's known for being a great outfielder,  and he's not the only",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
"-> 4) Are there any fairly cheap (<$150 or so) ways to increase the -> performance on this car? Unfortunately, a Taurus is not exactly a -> muscle car, so I'm looking for ways to increase the performance.  There is a company in Florida that sells computer chips that supposedly get a few HP and Torque out of the 3.0. Don't have the address, but saw the ad in Hot Rod and some other car magazines. Also, you could open up the exhaust (get an exhaust with a larger i.d.)  Hope this helps. If you find anything else, let me know. I've got a 1990 Taurus L.",7,rec.autos,2023-10-14 18:59:16.722480,yes
"    According to ""Quotations from Chairman Cherry"", Don was playing in Springfield. He and another player had to pay some fines; the other player had his paid off, but not Don didn't want to.  Don called the other player a ""teacher's Pet"", and the other player replied ""Ah, that's just sour grapes"".",10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
 Good point. Not only baseball but local NBA basketball games took precedence over any SCA's NHL playoff coverage.,10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
"Tonight will see the Toronto Maple Leafs, as some have guessed, come out  hitting!  The ""Buds"" will grind Detroit into the ground and walk away with  home ice advantage for the remainder of the series... which given a shift to  Toronto, will not last long.  (Keep in mind this is only a predicition).   Wendall will have to get into the game however otherwise Probert will  dominate on the physical front. ",10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
": In article <34592@oasys.dt.navy.mil> odell@oasys.dt.navy.mil (Bernard O'farmer : >I am not quite sure of the reasons, but the old man was certainly : >not ""enraptured"" by ole Harry.  :   But maybe his wife was :-)   :   I don't claim to know whether it's true or not, but a couple different : people (totally unrelated) have said Harry was 'relieved' of his duties : because he had more than platonic relations with Augie Busch's wife. : Judgement is left to the individual, cuz I sure don't claim to be an : impeachable source in this case.   Among those who have said it (well, not quite SAID it but certainly alluded to it) is Bing Devine, Redbird GM or some other administrator at the time.  I heard Bing speak about it at last year's SABR National.  BTW, have we had a show of hands about who will be attending this year's SABR National in San Diego?  I'll be there... --",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
"To follow-up, I had a bad experience w/ a Krypto Lock too...  Last year I bought a Krypto Cable II (3/8""x3-4' long, something like that) that by all standards seemed like a decent piece.  Until I used it anyway... Before I ever used it for security purposes, I used it for entertainment (minds out of the gutter, please), which is to say that I sat fiddling w/ it while watching TV (the night I got it).  After three minutes of mindless fiddling (of course it was mindless, remember I was watching TV) the entire tumbler mechanism came out on the key!  Not unlike that old Georgie-porgie nursery rhyme.  This left a very empty cylinder and a very non-secure  (read ""swingin' in the breeze"") cable lock. Kinda makes me wonder about any flat key-style lock.  One yank w/ a  slide-hammer and Viola-- I'm making an insurance claim.  Anyone else have a similar experience (w/ the Kryptos, not bike theft)?",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
Can someone in this net post a Yankee Schedule? I need this right away.,9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
That more or less says it.  I flicked the Penguins game on briefly and saw Ulf cross-check Valeri in the face.  I am wondering if Don Cherry is going to go off on this at all in coach's corner.  billc,10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
" No, Boston probably won't go down easy, but if the Sabres hadn't won game one Buffalo would have been out in four.  And what problem are you having with playoff games here in Buffalo???!!!??? There's the Sabres-Bruins, Quebec-Montreal, and whatever ESPN and ABC show, and on opposite nights there's Toronto-Detroit and whatever ESPN(/ABC) shows.  More hockey than a good chunk of North America, either side of the border.  It's wonderful, and there are thousands of folks who'd kill to be in your shoes, coverage-wise.    ",10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
This is very curious being that they are both built by Mercury in the very same factory.  Steve,7,rec.autos,2023-10-14 18:59:16.722480,yes
" M -->  M --> Look for the Leafs, led by a healthy Doug Gilmour and a confidence-restored M --> Felix Potvin to do the Blues in 6.  The Leafs will have 3 more games with the M --> Wings and that should give Joseph a few extra days to pass those horshoes. M -->   HA! Roger the dodger is back! (on the bandwagon, that is.)  - Jack   * Please Tell Me if you Don't Get This Message",10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
"I heard they were posted somewhere, but I can not find them.  Please e-mail location.  Thanks,  -Jody  --  Jody Hagins -- hagins@avlin8.us.dg.com Data General Corporation, Linthicum, MD",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
" It would help if his OBP were higher than his batting average. Yes, the April 12 USA Today lists Le Grand Chapeau as having a .422 batting average and a .413 OBP. That's on 19-for-45 hitting with 0 (zip, nil, nada) walks. The reason a lot of us are down on Galarraga is that he's has a long history of showing that this is nowhere near his real level of ability (except for drawing walks). If he hit .400 for, say, even 250 AB's I'd be convinced that there was a real change in his ability. If he did it with an OBP<AVG, I'd not only be amazed but I'd make a bet that that would be a unique feat in the history of the game. But what do 45 AB's prove? Look at some of the other fluke players at this point in the season:   Player    AVG AB   Blauser  .367 49   Grace    .391 48   Milligan .400 35   Conine   .375 40   Lansing  .400 50   Slaught  .406 32 Are any of these guys really that",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
" Just in case the original poster was looking for a serious answer, I'll supply one.  Yes, even when steering no hands you do something quite similar to countersteering.  Basically to turn left, you to a quick wiggle of the bike to the right first, causing a counteracting lean to occur to the left.  It is a lot more difficult to do on a motorcycle than a bicycle though, because of the extra weight.  (Ok, so my motorcycle is heavy.  Maybe yous isn't.)",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
" It was not just those penalties. Most of all it was the penalty the referee didn't call on the Czechs right before their first goal.   Don't you think it's quite silly to call it a Nazi attitude, when some people  throw coins on the ice? Hey, I don't approve the behavior of these guys, especially not in a WC game, but I can't see any reason for using the word 'Nazi' in this connection.      Soccer hooligans are not just a German problem (remember the world cup in Italy). Again: there's a big difference between throwing coins and smashing shop-windows or fighting with other so-called 'fans', who come to a WC just to see if the Dutch or the English or the Germans are the best bruisers. Which other sports are you talking about? I don't think soccer is 'every possible sport'.   How many Germans do you know? Do you think 200 out of 10000 is 'most of them'?  If you hear about some white policemen beating a black man in the US, what do you think about the Americans? 'Most of them' like beating blacks?   ",10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
"Jason Lee asks:  You must have heard wrong.  His arm is still sore.  He hasn't gone on the DL, but he may.  Managmenet is treating him as a day-to-day situation.    His doctors thought that he was ready, and they had him throw in Colorado, but his arm wasn't up to the strain.  He is throwing every day, but he's just not quite ready to pitch full strength yet.  (This is based on an interview that he gave on WFAN NY radio on Thursday, 4/23)",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
" : >In fact, the tradition has been passed down to their affiliate : >in Adirondack. In Gm 6 of last yr's finals, an 8 legged creature was : >hurled onto the frozen pond and landed right at the feet of ref : >Lance Roberts.  : It may have been passed to Toronto, but I've even seen an octopus at : the Aud -- last year's Bruins-Sabres game.  I knew all about the : Detroit version, but seeing at the Aud was a bit puzzling.  :-)  I don't think it's puzzling a bit. It's called ""unoriginality"".  (no, i'm not bitter :)",10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
" When they explode 'em, all the screws fly away.",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
"% %   Well, here goes.  After lurking for a LONG time, I'll announce  myself. %   Yes, I'm the enemy. %     Sorry Allan,  but unless  you happen  to be  the guy  who watches  T.V.    while he's  driving a  white Toyota  on route  129 between  Atsugi  and    Hiratsuka, you're not even -close- to being ""the enemy""!!  --     ------------------------------------------------------------------------   | John Little  - gaijin@Japan.Sun.COM  - Sun Microsystems. Atsugi, Japan | ",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
I am looking at the honda shadow 11000 and the intruder 800 or 1400? what have you heard about these bikes?,8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
" OK.  And you regularly ride your bike to within 2% of it's maximum capability? (Note any idiot can go flat out on a bike - most of them do.)  Anyway, efficient at what?  A shaft drive is a much more efficient solid (erect) lump of metal than a floppy (flaccid, unsatisfying) chain.",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
"  Is there a Honda mailing list, and if so how do I subscribe to it? ",7,rec.autos,2023-10-14 18:59:16.722480,yes
 Note: BMW doesnt always follow this convention.,7,rec.autos,2023-10-14 18:59:16.722480,yes
"   Only if you want to stop. Seriously though, every 2 years you should have this done. Brake fluid absorbs water over time, the water becomes steam when the fluid gets hot, and steam compresses. You'll also have better luck with the longevity of master cylinder, calipers and brake lines.",7,rec.autos,2023-10-14 18:59:16.722480,yes
"Just to add to this vein, consider that range of a first baseman is not the only important thing.  He is IMO the best fielder of bad throws from the other infielders.  I have seen him scoop balls out of the dirt, catch balls off a large bounce, take down balls over his head, wide, etc. ad infinitum.  *And* he gets the out, much of the time.  Some of the things he does to save his infielders of errors are amazing.  You have to give Mattingly credit for being able to do all of that while keeping his foot near the bag (yes, I am sure he gets a few calls because he is Mattingly :-) ",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
 Dancing With Idjits.   ,8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
"    Baltimore Baseblazers? Where the hell did you come up with that? The Orioles are not a base-stealing team except for Anderson. Besides we would never call them anything but the Baltimore Orioles. Why? The ballpark has all these orthologically (spelling error?) correct BALTIMORE ORIOLES all over the place. I bet you thought the bird is just an oriole. It's not. The bird was named after Lord Baltimore when Maryland was founded. They're called Baltimore Orioles. But the post is just a joke so why do I care what a non-O's fan thinks of us? But I still wonder where Baseblazers came from. San Diego Padres, now there's a name that needs to be changed. How is padre being used? As ""Father"" ie priest or ""father"" ie parents?",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
"                                                                       ^^^^^^^         ^^^^ Please pardon my ignorance if this is well known, but what is the current  rule?     Maybe we could limit the number of throws to first that the pitcher can make, and award a balk if he exceeds it.  I'd have another question:  who would  operate the pitch clock?  One of the umpires?  Add another one to the crew?   I'm not sure I like this idea.  I think it would severely diminish the  number of stolen bases and limit the availability of such neat strategic ploys as the hit and run and the squeeze play (one of my personal favorites).   Ahhh!  I suppose",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
" Regardless, they'd have to sparkle from the pressbox.  Errey's been out a couple games with a hip injury.   ",10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
"  I hope this makes you feel better, but the overtime between the Isles and the Caps was GREAT!!!  ",10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
"Spike is owned by both Tom and I.  We went 1/2's on the purchase price and have split costs of needed parts, registration, etc.  Both names are on the pink slip.  I am covered by insurance to ride the Harley.   I'd give it a go if I could work the clutch.  I can barely get the clutch lever to move using both hands while standing next to the bike.  Ol' Sport is a very distinctive bike. The Concours is favorite of mine.  I've pillioned an easy 4000 miles on that bike in the last year.  Unfortunately, my feet are a good 10"" off the ground once I'm on her.  No way I could take her for a ride as pilot rather than pillion.  If I could fit on a Concours, I'd buy one.  IMHO, the best sport-tourer made.  I'm not _too_ upset I had to settle for the Ducati 750SS as my touring bike, though. :-)  So, now you know.  Beth",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
" Heh... Try the rec.autos.sport FAQ. They are always calling ESPN to complain. I'm sure you could find the number for ABC there too, as many west-coast  viewers were compaining about how something as boring as hockey cut into the Long Beach GP. =)   Were you (and several of the other people here it seems) asleep the day ""contracts"" were explained? ASPN has a piece of paper saying it MUST show that baseball game if it happens. Many businesses payedd money to have their commercials run during a baseball game. This is a business, not your own personal video servant.   Maybe you should put that anger into something positive. For example, I saw ads for the new Dodge both on the ESPN and KBL broadcasts. Why not write to Dodge saying that ""thanks to the ads run during the STANLEY CUP PLAYOFFS,  you will now concider their products in the future. They love to hear stuff like that and in the future will be more willing to buy commercial time for hockey games, giving ESPN (and other networks) more incentive to carry games (just one example)  Come on people, as great as we",10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
"WARNING WARNING MAY CAUSE UNPLEASANTNESS!   It's a ""make before break"" type of switch.  If not required, it ought to be for high-low beams.    There might be a wee problem with this.  If you use both filaments at the same time, the bulb is tossing out a great deal more heat than normal. Possibly enough to shorten it's life span.  My Honda CRX cage [a cage that really wanted to be a bike] had wimpy stock lights.  So we used to run around with both beams on.  Made a mucho big difference - until both low beam filaments died nearly simultaneously!  This was two weeks after finding out how nice it was to use both beams.  I replaced the lights with quartz-halogen lights and that ended the problem.",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
NHL PLAYOFF RESULTS FOR 4/22/93.  --------------------------------------------------------------------------------                    CONFERENCE SEMI-FINALS        BEST OF SEVEN       PATRICK              ADAMS              NORRIS              SMYTHE    NJ                  BUF   (leads 3-0)   STL   (leads 2-0)   WIN                 PIT   (leads 3-0)   BOS                 CHI                 VAN   (leads 2-0)   NYI   (leads 2-1)   MON     ,10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
"  How about some citations or is this just impressionistic speculation  on your part?   For 30 years I've been laboring under the delusion that chain drives  were more efficient that shaft drives.  Chain drives are also stronger.  (Ever seen a successful shaftie dragster?  No.)   No flames, please!  I've got both kinds of drives.",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
"  Whoa there!  Lighten up, Andrew!  When I was referring to ""you dorks at the Western Business School"", I was specifically referring to those assholes writing obnoxious comments insulting the state and people of Minnesota for no apparent reason.  Being Canadian, and one who has friends who attended UWO, I personally don't want to be associated with the idiots who wrote those messages.  One more thing, Andrew...until this season, the Leafs have sucked pretty badly over the last umpteen years (have they won the Cup during our lifetime?)...so the North Stars haven't been the only ""shit"" team in the Norris.",10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
" I've only ever done it in an automatic. I was sitting in my Olds, in the winter, at a light, when I heard screeching behind me. I managed to dart into the left turn lane before the sliding Jetta wound up half where I was and half in the parked car beside where I was. I've never had occasion to do it on a bike, but I imagine that it would be even easier, because you could slip beside the car in front. Giving a gander at the mirrors while at a light will give you time to get the clutch out smoothly when you notice trouble, instead of waiting for the screeching.",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
" Well, Your Majesty, ;^), couldn't you just picture it?  Cherry starts doing his first post-game interview with Barrasso;  Tommy gives him that little look (like somebody crapped on his shoe) and then proceeds to give Don a tonsilectomy with his Sher-Wood.  Now that you could put on pay-per-view!  Hope you had a good laugh!",10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
"s:   Ahhh yes, Andrew, we meet again...  ...no, not 'stealing' the oil, just draining it as to leave me stranded.   Let me guess, you're from Hudson Ohio??   Get out and see the world.   ""IF"" I were the vandal, and I really hated someone, maybe someone who knew something about cars, of course I would look for ANY types of valves I could undo.  Especially, special oil drain plugs, and radiator petcocks.  As well as putting bad things in the gas...  While I would never vandalize someone's car, IF I were to, it would probably be the 'time bomb' approach, and I'm sure I'm not the only one who thinks that way... ",7,rec.autos,2023-10-14 18:59:16.722480,yes
" Doesn't sound like they attended, though, does it?  In fact, if we riders need friends, it sounds a lot like we might have a whole townfull from  Lynn's description, especially if the same crowd gets invited back to party some more year after year.   You seem to be one of very few bent out of shape over these ""lesser indiscretions"".  If the towns-people aren't ruffled by the ""indiscretions"" and the partyers aren't either, maybe the ""indiscretions"" don't amount to anything more threatening or damaging than harmless  good-natured rowdiness among consenting adults.  The only thing that  really bothered me about the description was the knee-deep empty beer cans  in the street, but maybe the town had a plan to deal with that since they  helped set up the party in the first place.  If I lived there and the bikers' previous visits had established a record of mutual cooperation and good intentions, I'd certainly rather they stick around and party than go riding off into the night impaired and maybe get hurt or killed.   If it doesn't hurt anyone, and all the parties to the party benefit",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
"I bought a Yamaha XS850 with 8K miles.  Over the last 2 years, I've put 30K of commute miles onnit.  Valve adjustment intervals are suppossed to be every 5K.  Well every 7.5K or so, I've checked the pad clearences, and they never change!  If anything, the clearances seem to be getting a little smaller which makes no sense to me with the pad system - the pads should wear until the clearances are too great right?  I know that threaded adjusters can tighten  up, but I didn't think these kind could.",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
" [stuff deleted]  Oh my, a REAL honest-to-goodness flamewar fired up here..... and it even has some relevance to motorcycling. Amazing.",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
" Pierre Turgeon of NYI, and Paul Coffey of Detorit are both #77.   Hope this help.",10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
" And who was it that insisted sidestand cutout switches were right up there with tachometers, something like a curse from God? ",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
" I would stongly recommend a factory service manual, and if you are not an experienced machanic then get a chiltons or haynes (sp?) ALSO. Make sure the bike has cooled at least 6 hours since being run. Read the books and if you have more questions you could mail me. Also, be very careful when tightening valve cover bolts.  They take very little torque and breaking one is disaster.",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
"Just a quick note on the nwe shape MR2s in the UK....   When they first came out here, there were 3 models. The base model had an  auto box and engine from the CAMRY 2.0 !!! Well I recentyl found out that this  model is no longer profitable for Toyota and have since scraped it. I've also noticed that auto MR2s have depreciated a lot more than the next model up...",7,rec.autos,2023-10-14 18:59:16.722480,yes
" This must be the standard strategy that is taught, cuz that's what they told me to do in my Illinois MSF class. It works well, only you don't get the satisfaction of kicking the shit out of some rabid hell-beast.",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
"  > Bruins have never come back to win after falling behind 2-0 in  > their entire 68-year history.     Which doesn't mean much since the statistics are mostly based on the 5-game playoff format. But, yes, it looks dark for the B's. What a disappointment.     Still, I think the problem is mental. They needed the saves Blue came up with, perhaps he can offer something to mentally rally around.     Who do you think gets the start in game three? I hope it is going to be Blue. If the team can rally around him, maybe Moog can too. ",10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
" I just called them and they said the order went out on the 13th.  They're putting a UPS tracer on it.  Watch, it'll be waiting for me at home tonight. :-)  Dean ",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
"I'm a hockey fan from way back, and maintain an interest as best I can here in the hockey hinterlands (Oklahoma).  I'm hoping I can get a reading from some of you about the move of the North Stars to Dallas.  I've been under the impression that Minnesota was one of, or possibly, THE hockey state in the U.S.  So why is the team moving to a city in Texas?  Is it that the owner is a greedy, self-serving profiteer, or were the Stars really not making a profit?  Or was the city or whoever owned the arena doing some price gouging?  As much as I'd like to see the NHL only a 3 hour drive from me, I can't help but feel for the people in Minnesota, unless they truly didn't support the team.    Opinions, please.",10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
" Michael J. Fox was on Letterman about a year ago (or two) during the  playoffs as a celebrity hockey player for the Bruins.  While he's not exactly a NHLer he did mention that the Bruins wanted to break Ulfie's legs (or something like that) in response to the Neely incident.  It was quite amusing, as one of the few Letterman viewers who actually knew what he was talking about.  Anybody know who the Pens celebrity hockey player is?  Michael Douglas (aka Michael Keaton)?",10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
": But waiiiiiit, isn't Nissan officially registering the car as far as : government paperwork goes, Nissan Stanza Altima, to avoid costly and : lengthy paperwork? I read this on the net a while ago, and someone : actually may have said there's a little Stanza logo on the Altima : somewhere.  I just bought an Altima (and like it very much) and yes there is a little Stanza logo ever so discretely placed on the trunk. The Altima is emblazoned in big silver letters, but the itsy-bitsy Stanza is shunted to the far left of the trunk lid. You can only see it if you get up close to the car and know where to look. It is very inconspicuous.  In fact my first clue that this was a Stanza was that the owners manual called the car a Nissan Stanza Altima.  Anybody know *why* Nissan did it this way?",7,rec.autos,2023-10-14 18:59:16.722480,yes
"Ivan D. Reid, on the 23 Apr 1993 06:05 PST wibbled: : In article <1993Apr23.121316.1564@news.columbia.edu>, Rob Castro writes... : >When/How do you decide that it is too windy to ride?  :  When even the seagulls are walking.   :-)  : Ivan Reid, Paul Scherrer Institute, CH.        ivan@cvax.psi.ch : GSX600F, RG250WD. SI=2.66     ""You Porsche. Me pass!"" DoD #484  When you can make no headway into the wind?  When you hear a dull booming noise after going down hill with the wind behind you and you're WFO.    Be very careful during the above, as all the controls will have the  opposite effect. --  Nick (the Mach 0.22 Biker)   DoD 1069   Concise Oxford  M'Lud.",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
" OOOoooh, complaining about my spelling.  I'm _so_ hurt.  No I'm not a student.  I'm an alumnus.  And an employee.  So I can get my money _back_ from these grubs.  BNR, huh?  I hope you're not a permanent, they'd be wasting benefits on you.  pthptptphhph!  ",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
Have Belfour and Roenick done another disappearing act at chips are   down time?  When I saw them it looked like the Blackhawks' defense  might carry them along way in the playoffs.     Well they held St. Louis to 17 shots in game 2 and lost.,10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
   ,9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
" This was a concession to Mansbridge and CBC News, they argued that if you're going to play  havoc with the schedule, you should  at least make sure that Prime Time is aired as soon as possible. News got a commitment that the post-game show would be scrapped and that the network would go to PTN within one minute or so of the game  ending.  As for the earlier comments about CBC being ""Ontariocentric"" frankly the no doubleheader decison goes both ways, people in the West cant  see the Leafs  and people in Central Canada can't see the Jets game. The reason for the decision was CBC's feeling they couldn't sell advertising for six hours of hockey in  one night.   As for who wants to see news over hockey, a lot of people. CBC always gets plenty of complaints about juggling the news schedule.  ",10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
"(message posted by/for roomate)  Bike is in good condition, is black, has 23000 miles, mag wheels,   front disk, rear drum, good front tire, new back tire, o-ring chain,  new battery, new starter and has that laid back look.  Bike runs  real strong with all four carbs giving their best.  Buyer gets a   cover (all weather, lockable & heatproof), tank bag (non-magnetic -   can't take disks along otherwise!), cargo net & manual.  Bike has  origional tool kit & matching Yamaha lock.    Asking $1700 or Best Offer.  I would like to sell this soon, so please  CALL (voice!)(ack!) with any questions!",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
"Is there any judgement call on the part of the scorer for sac fly RBI's? This is the situation that brought the question up:  The Red Sox were up in the bottom of the 9th by a score of 5-1.  The Mariners had the bases loaded with 1 out.  The batter hits a fly to center, which the fielder catches.  The runner at third tags and scores without a throw.    Now, without a judgement call (and I don't think there is one), this is an RBI for the batter.  It seems to me that a better name for this would be ""defensive indifference"", since it doesn't really matter whether the guy at third scores at that point.  (I know, I can think of several ""If the Mariners stole third and second, which opening the base would allow, and then the batter hit a grounder which the third baseman gets deep in the hole between himself and third, he wouldn't have a play at home, third, or second for the out, and maybe he therefore can't make the throw to first to get the last out, etc... scenarios, too.  But does",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
" Not an astute observation -- this is a straw-bullpen.  The lefties, Stanton & Mercker are strong, and Wohlers is down learning a new pitch. The bullpen is fine, probably superior.   Also false.  Gant, Nixon, Justice, Hunter, Blauser present a decent enough offense.  EVERYONE is slumping (except Blauser), not just Pendleton.  BTW, what is the story with Brian Hunter?  Is he in the dog house?",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
"  I don't really mind the length of games either.  If they want to speed the games up in sensible ways, that's fine with me too.  However, what I object to is the assertion by baseball people (Whitey Herzog, Buck Rodgers are who I've heard say this) that games are too long because hitters are taking too many pitches, and that the strike zone needs to be expanded.",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
"  It is far from new.  It's been around almost as long as dirt.    I had one for one of my old bikes.  Worked fine.  I'm sure, being rigid and nonflexible, that the ""Cyclelok"" would yield instantly to the freeze and break routine.   But then, for $40, what do ya want?  Later,",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
"   Well, there were 27 outs in a row with no hits or walks in between, but really, he only retired 26 batters in a row.  The first out of the game was the front end of a double play.  Still counts as a back-end perfect game in my book, though.   Congrats to Chris Bosio.  Too bad the Brewers couldn't hold on to him.",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
"How about Brooks Robinson's last homerun ever?  #268 came on 4-19-77 at Memorial Stadium with one out and two on in the bottom of the 10th inning. Larry Harlow was due up, but Brooks pinch-hit a 3-2 pitch from Dave LaRoche into the left field bleachers for a 6-5 win.",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
"    Not totally true.  For the past year or two, the AP has been getting box scores from STATS, Inc.  The AP representative in the press box is actually a STATS reporter ($25 dollars a game, but free parking.  And anybody can do it.)  The box is downloaded to STATS in Chicago, some quick error  checking is done, and then STATS sends it to the AP.  I'm not sure where the appreveiations come in hear.  I don't think it is at STATS's.  It may just be a space correction by the AP sports editor that day.   While I'm mentioning STATS reporters, they are always looking for new people.  Especially if you live in Cleveland or Pittsburgh, you're road to getting into the press box may be real short.  For more info, call  STATS (708) 676-3322, and ask about the reporter network.  It's a fun way to get paid for watching baseball games.  End of public service announcement.  ",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
" :   I am curious about knowing which commericial cars today : have v engines.  : V4 - I don't know of any. : V6 - Legend, MR3? MR6? : V8 - Don't know of any. : V12 - Jaguar XJS   :  Please add to the list. ",7,rec.autos,2023-10-14 18:59:16.722480,yes
"  So, you'd sell your bike, and let her ride around while you have to stay home with the kids?  Geez, that's a tough choice. ",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
"+ +>This tactic depends for its effectiveness on the dog's conformance to +>a ""psychological norm"" that may not actually apply to a particular dog. +>I've tried it with some success before, but it won't work on a Charlie Manson +>dog or one that's really, *really* stupid.  A large Irish Setter taught me +>this in *my* yard (apparently HIS territory) one day.  I'm sure he was playing  +>a game with me.  The game was probably ""Kill the VERY ANGRY Neighbor"" Before  +>He Can Dispense the TERRIBLE PUNISHMENT. + +What, a dog weighs 150lb maybe, at max? You can't handle it? + +You have, I presume, thumbs? Grapple with it and tear it's head +off! + +Sheesh, even a trained attack dog is no match for a human, +we have *all* the advantages.  Look, if you are worried about being attacked by a dog, just carry some ""Spot"" remover with you :-). ____________________________________________________________________________   Russian Roulette is fun 5 out of 6 times",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
"Is it just me or is the camera work on some of these games really sad??  I can't remember how many times during the Penguins-Devils game they showed some guy (without the puck) being checked in the corner while the puck was being fired on goal.  In fact, I think they even missed one goal completely because they were showing two guys holding each other in the corner.  Now the last time I watched a football game, they didn't show the lineman going at it while the running back turned the corner for a touchdown . . . .   Is it just me?? ",10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
"  I believe he was well out of baseball by the time he died.   Uh, he also has been charged with chasing his wife in a car, and smashing it into a tree, as well as carrying a loaded firearm in his car. And the  speeding reported was over 100 mph; reckless driving.   Actually, I hadn't heard about this; thanks.   I don't know what you were reading or watching, but I sure saw a LOT about  that, and about Dykstra's poker games. Most of the writing was along the lines of how incredibly stupid and selfish it was, and how he'd hurt the team by wracking himself and the catcher up, etc. ESPN raised questions about his judgement, etc. The print media here in the SF area questioned why disciplinary action wouldn't be taken against Dykstra, and one article pointed out that if Lenny wanted to kill himself, there were ways that wouldn't endanger other people's lives. Then there was Dykstra himself being quoted on how stupid it was, etc.  Mike",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
