,text,target,title,date,check
6847,"[Motor-Voter stuff]         Well, there does have to be a line.  And to be honest, extending voter registration to DMVs is hardly analogous to having only one place for registration in Alaska and opening a new one in Atlanta.  More is  not always better once you've passed a certain point.          I thought the Motor Voter bill passed.         In any case, my experiance with Tennessee's voter registration system (which you can register with by mail, by the way) is that nobody who is interested in voting is being denied access to registration. All it requires is just the tiniest bit of interest on the registrant's part and thinking about the election once in the eleven months prior to it.  (Once you register it's good unless you miss for years worth of elections of move.)         It's easy to register now.  I simply don't see the value in going out and trying to get people registered who don't have enough gumption to even write and have",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6785,"Do we know yet who will be holding the hearings? And, if so, do we know who is on the committee of question askers? I'm sure many of us have potential questions we'd like to send to them.",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6763," How about letting in the press?  How about letting Koresh out to talk to the press?  Maybe if he had been allowed to talk with the press/TV for a couple of days he would have surrendered peacefully.   How about letting the relatives of Koresh`s followers talk?   Seems to me when you isolate someone, try to send them crazy by playing loudspeakers through the night of Tibetan chants, etc., you don`t have much to stand on when they behave as if they are crazy.  (I`m not too sure of their sanity to start with.)  I am VERY suspicious when the government controls all communication, and sends the press 2 miles away.  I have a gut feeling that no-knock warrant, which is sealed, would not stand up to scrutiny.",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6949,"On 21 Apr 93 00:07:20 GMT, Theodore A. Kaldis observed:  : > because if she heard : Thankfully, you got the gender right.  For I am not a deviant.  Bigots aren't classified as deviants?  How sad.  : > how disparaging you are towards political minorities, : Sexual deviants do not comprise a ""political minorit[y]"".  So, what's this I hear about a March on Washington...assuming you are still considering homosexuality and bisexuality as subsets of ""sexual deviants?""  : > and if she had any shred of self-respect, she'd be out the door. : I only associate with girls who do indeed have self-respect.    I trust that many self-respecting *women* might take some sort of offense to your use of the term ""girls"" in the above sentence.  -- Michael D. Adams          (starowl@a2i.rahul.net)          Enterprise, Alabama",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6813," What's despicable is that this sordid incident is being glommed onto by all sorts of people desperately trying to ""get a revolution."" It makes ""ambulance chasing"" by lawyers seem like a harmless pastime.  For the last few months, benighted souls have been calling C-SPAN on issues as mundane as budget resolutions, saying that ""I don't know, I just have the feeling there is going to be a revolution in this country,"" and so on.  Get real! For a real case study in revolution, go to Blockbuster Video and check out ""Underground,"" a film made about the Weather Underground in the 70's. Even with all the strife back then, the ""revolution"" never did come. And Waco is supposed to be the spark of the end times?  In the tape, it is interesting to see the way the Weatherpersons dance around the issue of one of their defining moments, which was when a few of their comrades managed to blow themselves up manufacturing bombs in a Greenwich village townhouse. The problem, one of them said, was that they were so caught up in their armed struggle that they *forgot* about their own personal safety and weren't ""careful."" But",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6757," There is also the question of cause and effect. Lock a mostly straight guy up for 10 years with only guys, ask ten years later if he has ever had sex with a guy. Closing your eyes and pretending its a girl sucking you still counts as sex with a guy on the survey....",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6750,"THE WHITE HOUSE                      Office of the Press Secretary ___________________________________________________________________ For Immediate Release                                  April 23, 1993                                PRESS BRIEFING                            BY DEE DEE MYERS                             The Briefing Room   10:35 A.M. EDT                     MS. MYERS:  At 1:00 p.m., we're having a press ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6908,"# #    A new natonal study on male sexual behavior, the most thorough # #    examination of American men's sexual practices published since # #    the Kinsey report more than four decades ago, #  # Right off the bat this information is flawed.  ""Most throrough""?  I'm # sorry, but Masters & Johnson put out a report within the past few # years.  The Kinsey Institute has been quite active since it was # founded oh-so-many years ago.  They, too, recently put out a new # report on sexuality.  I was quoting a news story.  I have no idea why they claim this was the most ""through examination.""  # #    shows about 2 # #    percent of the men surveyed had engaged in homosexual sex and # #    1 percent considered themselves exclusively homosexual. #  # I hate to be picky, but let's do the math.  If we take the cities of # New York City and Los Angeles alone, we can find approximately 3.5 # million gay people...making about 1.75 million gay",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6719,"...  That people are at risk and that some die during a hostage situation might be considered an acceptable scenario in storming a compound.   When EVERYONE dies (save for nine people), including twenty children, the  outcome must be considered a failure.  Now was the failure due to unforseeable circumstances, incompetence, or negligence?  From the double talk and multiple stories I've seen on the news coming from the FBI and Reno I find ""it was an honest mistake"" hard to swallow  Let's hope they get their stories straight for the second round of questions.  ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6849,"(misc.legal trimmed)         Well, that's the obvious conclusion, given your train of logic.  The corollary then is that it must be a waste of time for the party to run candidates until the educational program has shown some results.  Followups to a.p.l. -- ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6748,"  Perhaps you should change your name to Clayton ""Mr Logic(NOT!)"" Cramer! Please give evidence of the above statement or shut up.  I believe that I may have answered that elsewhere, amongst your other ravings.   ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6876,"   The above statement ignores reality. The BD WERE provoked.      Damn, Phil. You must have seen a different tape of the initial raid than I did. Your `doorbell' happened to include lobbing percussion grenades and attempting to storm the compound through the windows. I can honestly say I have never seen a `doorbell' that works like that.        THINK, man. The BATF are serving a warrant on someone who they feel might  have illegal automatic weapons. If they expected, as you state, that `the B-D  to be anything other than peaceful citizens' they could have sent one, maybe   two agents up to the front door, knock, and attempt to serve the warrant on  the person answering the door. Scenario one, that person lets them in to   perform the search and no one gets hurt. Scenario two, the person answering  the door pulls a weapon aand kills both officers. Now you have two dead BATF  agents instead of four, the BATF knows exactly where they stand with regards  to the BD and began to formulate a plan of",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6899," The arrest of Noriega did not have any major adverse effect on the drug trade going through Panama. Money laundering continues to be Panama's main industry. In fact, it is bigger now than before Noriega was arrested [1]. Panama's current administration also has ties with the Colombian cocaine cartels [2]. And large amounts cocaine still flow through Panama on a regular basis [3].  Oh well...  Sources (from the book _Drugs in America_ by Vincent Bugliosi): [1] IRS Criminal Investigations Divison [2] _New York Times_ [3] U.S. State Department ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6942,"From: harelb@math.cornell.edu (misc.activism.progressive co-moderator) Subject: F<O>CUS/HEALTH: Millions of Americans un-/under- covered  F<O>CUS/HEALTH: Millions of Americans un-/under- covered     ===================================     Percentage of population covered by      public health insurance, 1990(25)     ===================================   =============================================  COUNTRY      PERCENT  COUNTRY         PERCENT  =============================================  Australia      100    Sweden            100  Canada         100    United Kingdom    100  Denmark        100    Austria            99  Finland        100    France             99  Ireland        100    Switzerland        99  Italy         ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6983,"       Yes, so?  You still haven't explained why they      can't be used to enforce Civil Law.  They certainly     would have done a better job of Koresh.  Just call     in an air strike. ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6954," We have three options with respect to the Constitution:  1. Abide by it. 2. Duly amend it. 3. Abandon those parts of which a majority disapproves.  Of course, since the whole point of the Constitution is to restrain the will of the majority, and since even in unfettered democracy we have  nothing to fear from minorities, #3 amounts to abandoning the  Constitution altogether.  Which will it be?  --- Mark Pundurs",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6915,"       The first thing I would do would be to disband Medicare and Medicade!  They are a primary reason why health care costs are going up.  To cover the people that are currently on these programs, I would sell their coverage in blocks to insurance companies.  The private companies would bid to get these large blocks of people, and prices would go down.      To get away from strong federal control on health care, I would pass off more control to the states.  Everyone is always spewing forth about how  wonderful Hawaii is doing.  Well, how about giving some other STATES incentive to try their own plans      What I would NOT do is try to implement some far reaching federal program program to cover all Americans, because this is the surest way to fail!       One sure way to stop throwing money away is to stop giving so much to the federal government.  Our FEDERAL taxes should be slashed, and our STATE taxes increased.  A strong central government always fails.  Give",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6703,"  Hey, Clayton, it's me again!  I just love your arguments.  They completely clinch each and _every_ one of your points!  But then again, that, I suppose, says a lot about how screwed up your are.  Hehe.  I haven't had so much fun since I started blasting christians in alt.atheism!    ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6722," I am seeking any press references to how much tax Perot pays in income taxes.   I've heard the figure of 7 percent, since he gets most of his   his income from federal and municipal bond interest. Anybody read a reliable  report somewhere? Thanks!   ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6712,"[much blathering on the Role Of Military Forces in Enforcing Civil Law deleted]  The main problem with trying to get the Military involved in Police work is the differences in the missions.  The Police take names, try and find out what happened, stop suspects (thats the meaning of 'arrest') and turn them over to the custody of the Judicial Branch for the adjudication of their case.  The Military's mission is to kill the enemy before they can escape or surrender.  chus pyotr ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6950,"# : # Can someone tell me why when Mr. Cramer spouts on about homosexuals, # : # he only addresses homosexual men, and never, in any post I've read, # : # addressed lesbians? #  # : I can't really speak for Mr. Cramer here, but I can say that a # : homosexual [male] is an entirely different animal than a lesbian. # : There is virtually nothing that is analogous or related between the # : aberrant behaviors practiced by these two groups of deviants. #  # The last time I checked homosexual men and women were both human.  I think Mr. Kaldis was using the expression in the slang sense, though I agree it is NOT an appropriate expression to use in this context.  # They both prefer to engage in sexual acts with people of the same # gender.  There is nothing inherently wrong with the ""trademark behaviour"" # of either homosexual men or homosexual women, except in the minds of # misinformed folk, clueless folk, and bigots. #  # So what makes homosexual men and homosexual women different animals? #  # Michael D. Adams   ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6839," A very well put together post. I disagree with several key points, but the post is an excellent one with which to ""engage in discourse"":      >There has been much discussion recently about the right to     >freedom of association. Mr. Cramer and Mr. Ronzone appear to     >take an absolutist position on this right--that it is a     >fundamental human right, perhaps the fundamental human right,     >and that it supersedes other rights, such as the right to an     >equal opportunity. Others feel that a right to an equal     >opportunity outweighs the right to freedom of association,     >and thus we have the never-ending debate that flares up     >repeatedly.  Freedom of Association (FOA) involves the MUTUAL and VOLUNTARY agreement of two or more people.  Right to Equal Opportunity (lets call it REO) involves coercion in all cases (by definition).       >A major problem is that neither of these rights are     >explicitly declared or protected in the",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6730,":  : It would seem that a society with a ""failed"" government would be an ideal : setting for libertarian ideals to be implemented.  Now why do you suppose : that never seems to occur?...   Advances in freedom have been made in the past.  The ""divine right of king"" concept was questioned at one time and may have used the same argument, that it hadn't come about before.  But our ancestors had the courage to throw off the old system that said that one man ruling many was necessary to have a decent, wholesome society.  In the 1800s the  concept of slavery was questioned.  Our ancestors had the courage to question a practice that had existed for thousands of years.  Was the idea that one man owning another necessary to have a decent,  wholesome society?  Now libertarians question the necessity of majoritarianism.  Is it necessary that many people rule over many others to have a decent, wholesome society?",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6761,"  Having watched most of the televised trial, I can answer that when such statements were made by the defense atty, the prosecutor did object, and the judge tended to sustain the ones that were obviously falling under the ""self-incrimination"" type of objection.  There was quite a bit of meta-discussion during the trial over the use of graphic language, with most folks asking the judge if she wanted to hear the exact language.  Practically every time the defense tried to get the plaintiffs to ""self-incriminate"" by asking them such questions, there were objections and sustains.   At one point the defense managed to get in a quip about ""solicitation for a felony"" and the judge herself said ""sustained"" before the prosecutor could get the objection stated.",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6697," Well, they never should have gotten into this situation.  Look at the history of this group. David Koresh has been arrested ?twice?  by local police. Both times, he accepted the arrest warrant and went peacefully. So, the feds decide to arrest him. How do they choose to arrest a person with a record of peaceful obedience under arrest? They throw a concussion grenades at his building.   In addition, we KNOW that we've been lied to. Initially, we were told that they suspected him of molesting children and having several wives. But these are NOT ATF offenses, were they? So they changed their story, several times. And the original warrant is STILL sealed. And we were told about the rockets and ammunition they had... but did anyone notice any ammo exploding in the fire? They claimed that Koresh hadn't left the compound in months... but people in town report seeing him just a week before the raid.  How would I have handled it differently?   Well, first, I haven't seen any evidence that the BDs did anything wrong. There's a sealed warrant, and a collection of stories which keep changing about what they did.",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6711,"THE WHITE HOUSE                      Office of the Press Secretary ______________________________________________________________ For Immediate Release                             April 20, 1993                                     REMARKS BY THE PRESIDENT             IN QUESTION AND ANSWER SESSION WITH THE PRESS                               The Rose Garden   1:36 P.M. EDT                     THE PRESIDENT:  On February the 28th, four federal  agents were killed in the line of duty",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6901,"Do all those who are saying the government is responsible for the death of those in the compound also say that the Isrealis are responsible for the death of the Isreali athletes at the Olympics? Hey, the Palestinians and the Dividians COULD have given up peacefully ('yeah, and monkey could fly out my butt' - Wayne).",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6935,"             The BATF warrant was unsealed yesterday.           The entire operation was illegal from day ONE.          No authority for a ""no-knock"" raid.        No authority to use the Texas helicopters.        No authority to search for a ""drug lab"".  More ATF lies. ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6749,"It is interesting, sometimes, to listen to U.S. news as seen through the eyes of another country.......  B.B.C. world news service, on short-wave, originating out of London, reports that a survivor of the Waco massacre states that a tank, when making a hole in the wall of the building, knocked over a kerosene lamp and that is how the fire started.  Attempts were made by the people inside to put out the fire, but it spread too quickly.  Has anyone in U.S. heard anything similar or are U.S. government spin-doctors censoring such information?",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6818,": The median of a distribution is that variate-value which divides the : distribution halfway, i.e. 1/2 of the distribution (population) have : lower and half have higher variate-values.  : So for Males 20-39 the median=7.3, this means that half of these men : are higher than this and half are lower than this.  Now if the population : sample size is 3300, and 1% of them are gay, 33 males are gay.  If we : say they are distributed equally then only 16.5 are greater than 7.3 : sexual partners, of course, this means that 49.5% heterosexual men are : greater than 7.3.  Not quite.  First, the median does not imply that half of the men are above and half below 7.3: it simply means that 7.3 is the mid-point between the maximum number of partners and the minimum (which is most likely zero).  However, assuming your implication to be more-or-less correct, your final result is still invalid.  If 50% of *all* males have had more than 7.3 partners, and you deduct the assumed 1% of  homosexual males, what remains is not 49.5%, but still *50%* of all *heterosexual* males. ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6817,"# ## Ahh, what's good for the goose is not necessarily what's good for # ## the gander.  You don't want homosexuals to impose their moral codes # ## (such diabolical ideas as equal rights) on you, yet you are willing # ## to impose your moral codes on them.  Do I detect a double standard? # ##  # ## -garison #  # #What do you mean?  If adults want to get together for sodomy in # #private, that's their business. #  # And that's precisely what they do.  So what's your problem with the queer # population, boyo?  The only difference between us is what we do in # private--who we love. #  # ----bi    Andrew D. Simchik     SCHNOPIA!  Do it in private, and it won't be a problem.  But the reason that the homosexual activists are so hot on antidiscrimination laws is that they want:  1. To be able to wear that lovely chiffon evening gown to work, and not have people get disgusted;  2. To be able to wear their NAMBLA T-shirt and not worry about getting",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6771,"    >I guess that you are a person who dislikes contact with     >people of ethnic minority. However, your argument again falls     >flat on its face. You state that you, under an     >anti-discrimination bill, would be forced to associate with     >others [homosexuals, I assume] against your will. How do you     >know that you do not associate with them now, except they may     >be closeted? Would you like to change your argument to read     >""forced to associate with truthfully homosexual people     >against my will""? You have no proof that anyone you now know     >may not be homosexual and this punches a large hole in your     >argument. Is it your belief that a homosexual comes in only     >one flavour (sic) and that is the camp mincing type? Prove     >it. You cannot.  You are quite incoherent. Perhaps YOU should be forced to associate with some people against YOUR will. I think a",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6695," A search for illegally held weapons (IF there were any, no evidence yet produced to this effect) does not justify firing into a house with women and children, either. It also does not justify shooting first without identifying oneself (the ATF and FBI have done this before, so don't say they haven't, please) or producing a warrant.  Guess it depends on whose story one believes, huh?   Which ""others"" are we talking about here?   ""Sub lethal""? Excuse me, but those people are dead!!!   Evidence? So far the FBI has produced none. Don't hold your breath.   Only a few of those being held in chains and s(hackles are wanted .  The rest are being held for the crime of being ""material witnesses"".   It was not the Feds decision to make, but the firefighters.   This is true of ANY answer to a call for help from a fire department by ANY citizen. Since fire departments do answer calls that ""deprive  resources that might be needed elsewhere"" it is not a valid reason for not calling them.  Further, since the Davidians had not been found guilty of",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6867,"People *die* of natural causes, too.  We hear all this bellyaching over things like murder and war while Mother Nature is killing people all of the time.  In fact, more people die of natural causes than due to the conscious actions of other people.  So, what's a few murders here and there?   -- ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6922," It is also interesting to note that Powell (and maybe Koons) were found guilty of aiding and abetting the deprival of King's civil rights...but, two others who also beat King and all the others who watched were not. Go figure?  Can you say sacraficial lambs?  Can you say appeal?  ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6702, The Stacy Koon-Lawrence Powell defense!  The decisions of Janet Reno and Bill Clinton in this affair are essentially the moral equivalents of Stacy Koon's.  Reno and Clinton have the advantage in that they investigate themselves. ,18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6924,"# #Actually, I bet you more gay/bi men are as not as promiscuous as gay men,  # #because more of them could have the ""option"" of living a straight life, and  # #with social pressures, probably would at least try. #  #    Geez, where have you been, Ryan?  I proposed this theory *months* # ago.  Let's take it one step further, even.  If, as the surveys show, # up to 33% of all men have *had* a homosexual encounter, then there must  Cite a survey, other than the obviously bogus Kinsey studies.  # be an even *larger* percentage of people who have had homosexual erotic # fantasies.  But if less than 10% of the population is gay, what can we # say about these people who don't identify as gay but have demonstrated # gay potential.  Obviously, a large chunk of these people *chose* (or, # more accurately, were forced to choose by force of religion and social # sanction) to put those feelings aside, to be heterosexual. #  #    Obviously, Cramer and Kaldis fall into this category.  I can't speak for",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6820,"   And this search procedure must also follow the rule of law.   It may, if necessary, when the search is executed in an illegal and violent fashion.   These ""criminals"" were threatening the lives of NO ONE -- they were fired  on FIRST, according to a number of accounts.   Wrong.  Firing a gun at someone is lethal force, even if no one is hit. Of course, they DID hit AND kill people.   You are silly.  There are no such warrants in existence, Phill.    Thanks, Phill, for another example of that great socialist sensitivity. ""Obey the government or die.""  *PLONK* -- ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6811,"[...]    Mr. Kuo: I don't recall seeing your byline around much before (at least on t.p.m). Let me clue you in on this newsgroup. t.p.m is populated largely by people whose hatred for the U.S. government, especially the government of Mr. Clinton, is literally boundless. To these people, the suggestion that agents of the U.S. government would carry out a spectacular massacre of its own citizens, in full view of TV cameras, is not an 'extraordinary claim'. It's just another day in the life of these United States.  They don't have to suggest any reason why the FBI would want to publicly massacre citizens. Have you seen 'The Crying Game'?    ""It's in their nature"".   Don Pajerek",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6840," You know, you have a point here, but don't stop with African Americans... When I was in high school in the early 1980s, on various occasions I had knives pulled on me, had friends who were stabbed, and I was beaten up repeatedly by those that couldn't accept me as different.  And don't let the teachers off the hook either.  On many many occasions, there were teachers that either resented me or were too scared out of their wits by the bullies to even stop the people who attacked me and they would just watch quietly...  All of this was in a nice white middle class high school.  In fact, we were so nice and white that we made sure that the one black kid in my class was unable to go to the prom with his white girlfriend...  This isn't a race thing, it's the way public schools seem to be run...  I'd hate to be in high school right now...  At least I didn't have to deal with guns, just the roving psycho-drug-dorks and the jocks- without-a-future-but-with-plenty-of-testosterone...  I'd separate everyone who wants to learn from these assholes...  But",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6889, Is this an arguement against or for?  Or simply a statement of agreeance/ disagreeance.  The fact that there are more homosexuals in prison does not mean that homosexuals are immoral and more liable to commit crime.  And one must remember that prison is not necessarily a reflection of the type of people who are criminals.  What are the statistics for unsolved crime?    ,18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6877,"I haven't recognized any names from previous discussions, but I do notice that there are a few who blame Clinton for the actions of the BATF in Waco.  Unless you felt the same way about what we did under Bush's *direct* command in Panama, it's just partisan whining.  Which is what I expect most of it to be.  I can see no way to condemn one and not the other.    But I'm sure some Limbot will tell me how killing thousands of Panamanian civilians to serve an arrest warrant is much better than allowing 80 religious fanatics to commit suicide following a botched attempt by the BATF to serve a search warrant.",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6706," Well they could unseal the original warrent (Why was i sealed in the first place?), release their video & tapes (from their listening devices inside the compound) and quit makeing contradictory statements.  Do you believe their statement that the children were killed by lethal injection?  They later stated that the childrens bodies were burned to the point the would be hard to identify.  So how did they come up with the lethal injection theory?   Unless the evidence was destroyed or other evidence planted.   You mean ""Magic bullet"" Spector?  I know, a lone gunman killed all the Branch Davidians.   :-) || :-( ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6797," <more tripe deleted>  Phill, are you trying to convince everyone on the net that you are in fact an abject moron for some reason? Repeating the same rubbish over and over again may make something a  ""fact"" in whatever backwater you are posting from, but it doesn't wash here, so save it.  ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6830,"A person sees the front of their home is strewn with garbage. That person removes the trash, and sweeps the sidewalk. His next door neigh- bors have not. The person then approaches his two neighbors and talks to them about cleaning the front of their homes, and why it would be good for their own living conditions, and that of the neighborhood.    There's nothing wrong with holding your neighbors accountable for their actions. That is the basis for a viable, safe community.  Regards,",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6821,"Tim> NNTP-Posting-Host: nwfocus.wa.com   Tim> I saw the film on CNN *as* it happend. It was clear from that Tim> tape that the fire started in ONE location. Right where the Tim> tank was attacking, and then had pulled back. There were not Tim> several spots where the fire started, it started in one Tim> location and was spread in the direction of the heavy wind. Tim> The FBI claims to have seen or filmed several starting Tim> points. Yet they keep this hidden. They have spread so much Tim> lies. Well I guess if I was responsible for the mass murder Tim> of 80 people who were exercising constitutional rights, I Tim> would lie about it too...  Gosh, Tim, you must have seen a different live broadcast than I did. While the smoke did emerge from one place initially, it was a considerable distance from the tank, and in a very short time, fire appeared at several places a good distance apart from there.  Then there's that nagging question about why, out of all those people, only a few made any attempts to escape or save the children. If it were me, with my child, [and",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6774," +>Can people please stop the 'I think/know the BATF/FBI are completely +>responsible but they'll cover it up so that the investigation will +>show that Koresch is responsible' bs. In an investigation of this +>size with the feds, state, and civilians involved in the +>investigation it would be practially impossible to cover up.   The place has burned to the ground.  The FBI and company have the whole area cordoned off and have already arrested  reporters for being at the site and taking pictures.   All your going to get in terms of a story is what the FBI, ATF and the Texas Rangers decide to release.      +>And with Republicans like Arlen Spector calling for investigations, +>this isn't going to be handled with kid gloves.    When the Philadephia cops dropped their bomb on MOVE and managed to burn down an entire neighborhood many people said  the same thing.  Dead men and rubble tell no tales that the police dont want them to tell.  ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6937," Sure ... because it's a non-market phenomenom and the free market can't solve it.  Even our private insurance says that ....   .... and wants no part of it.   Canada is saturated by American media.  While pundits come on cable and talk about how awful our health care is supposed to be, what people experience up north ends up not differing from what they see portrayed on American television in movies (i.e., same infrastructure, different insurance make-up).  Yet they know not of any insurance problems, and have no idea of what an HMO is ... but having lots of British TV as well, they know that they don't like NHS.   The polls that you refer to, for the Canadian data, are from the annual July 1st polls conducted for Macleans (our major English newsmagazine) by Decima Research ... Decima president Allen Gregg is considered one of the world's top poll researchers, and Mulroney's Conservatives have relied on him to keep in power in the face of impossible election situations.  The American polls are Harris polls, and have been reposted on USENET a few times and probably will again. I'm sorta",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6904,"        While also allowing law enforcement agencies to intercept phone conversations of criminals *and* non-criminals unlawfully.  (""No, Rev. King, we aren't spying on you."")         I wonder how long it will take for ""the wrong people"" to put their hands on the equipment necessary to read this stuff.  It'll probably be as safe as weapons locked safely in evidence rooms.          And people to whom they sell them to.  All it takes is corrupting the right guy.  No, that never happens. ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6986," Put up or shut up. Where is your evidence? Show a study indicating a link between liking >>GROWN UPS<< of the same sex and liking children. Saying that 30% of molested children are male shows nothing since it tells you nothing of the molesters preference in adults (if they have any at all).    The politicians will have plenty to be scared of in one week be it 1% or 90%.   I'm sure there will be a few non queers, but the vast majority are queer. ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6946,"    Oh, do please try not to be ludicrous.  SO=Significant Other, a term I employed to avoid the awkward construction ""girlfriend or wife"".    A ""deviant"" is someone who does not fit an ""accepted norm.""  By that definition, I would certainly be a deviant, as bisexuality is not an accepted norm in American society so far.  This term, of course, really has no negative aspects inherent in its denotation.  I presume you intended it as a term of abuse.  It's a great pity you feel such tactics to be necessary, but hardly surprising since you have no factual basis for your absurd beliefs.    May I attempt to emulate your style of discourse with a term of abuse?  Ahem...You addle-pated jellyfish!  The post to which I responded was a highly amusing one in which you belittled homosexuals for having no political clout.  I would be further amused if you would explain to me why having no political clout and constituting a political minority are different.    And yet you call them ""girls!""  The feminists would be up in arms.   Cough,",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6911,"THE WHITE HOUSE                      Office of the Press Secretary  ______________________________________________________________ For Immediate Release                             April 20, 1993                              REMARKS BY THE PRESIDENT            DURING PRESENTATION OF TEACHER OF THE YEAR AWARD                                   The Rose Garden    1:25 P.M. EDT         THE PRESIDENT:  Good afternoon.  Please be seated.  I  want to say, first, how delighted I am to be here with Secretary  Riley and with Senator Graham. ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6798," Your starting to sound like a little child who wants ice cream. If you kick and scream enough you think people will believe you. Sorry proof by vigorous ascertion doesn't hold any water. I can insist that cats are dogs all day, it doesn't make it so. ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
