level_0,text,target,title,date
974,"ULTRIX/X11R4 to plot surfaces and contour plots from a set of {x,y,z}. I would really appreciate any hint on the name of such a plotting program and where to find it.    Thanks for your help.   ",1,comp.graphics,2023-10-14 18:59:16.722480
975," Utopia is a myth (although we can do a lot better than what we have today). But I think that you must pitch Libertarianism as a progressive agenda (ie You can do better under our style of system).   I'm flattered by your invitation, but I'm afraid you have the wrong person. Although I completely agree with your civil liberties agenda, I'm not  in support of your economic agenda. What I DO like about the Libertarian party is that you guys are so good at shaking up the tired ideas of the past. I encourage you guys to continue your crusade, but I'm afraid I can't ride along.   ------------------------------------------------------------------------------ ""Nothing is as inevitable as a mistake whose time has          Garrett Johnson  come."" --Tussman                                           Garrett@Ingres.com ""The probability of someone watching you is proportional to the stupidity of your action."" - Unknown",18,talk.politics.misc,2023-10-14 18:59:16.722480
976,"I recently got a Centris 610 4/230 on my desk. It's a vast improvement on my previous machine (a IIsi 5/40). However .....  I've encountered a problem with fonts ..  Entries in a Filemaker 2.0 database which looked fine when printed from my previous mac using System 7.01 now look wierd !  Spacing between characters has increased greatly - causing lines to be truncated. I'm using plain and bold Helvetica in various sizes - the increase in character spacing seems to occur for all sizes and styles.   I'm using a mixture of TrueType and Fixed-Size fonts - exactly as on my IIsi - when things worked perfectly.  We've managed to get similar behaviour using Word 5.1.  Apple UK adopted their usual ""friendly"" approach and told us to call our local dealer - God help us !!  Any ideas ??    ---------------------------------------------------------------------- Dr Pete Edwards  Department of Computing Science  King's College University of Aberdeen                  Tel.   +44 (0)224 272270/96 Aberdeen, AB9 2UE         ",4,comp.sys.mac.hardware,2023-10-14 18:59:16.722480
977,"  Look for information about 567 tone decoder chip. It is an easy to use chip for detecting sound of certain frequency. You need only one 567 and some other componets for each led you want to control. The chip can take the voltage levels, which the casette gives. Radio Shack Archer Semiconductor Reference Guide gives good information how to use that chip. It should be simplest way to go. The chip costs something like 1-2 $.",12,sci.electronics,2023-10-14 18:59:16.722480
978,"  Low oil pressure, usually.  Could be your oil pump, or... checked your oil lately???  MC",7,rec.autos,2023-10-14 18:59:16.722480
979," Not true. Only an observer at rest at infinite distance from the black hole will see the particle take infinite time to reach the horizon. In the particle's own reference frame, it takes a very finite time to reach the horizon and the singularity. The math does indeed predict this. Take a look at Mitchner, Thorne, and Wheeler's _Gravitation_.  Peter Walker",0,alt.atheism,2023-10-14 18:59:16.722480
980,"  Ah, those poor genocide apologists. Such quaintly charming habits of the Armenian barbarism and fascism. No swinging of lies will be enough to cover  up the crimes of the x-Soviet Armenian Government. Not a chance. Now let  the Kurdish scholars speak for themselves.  Source: Hassan Arfa, ""The Kurds,"" (London, 1968), pp. 25-26.   ""When the Russian armies invaded Turkey after the Sarikamish disaster    of 1914, their columns were preceded by battalions of irregular    Armenian volunteers, both from the Caucasus and from Turkey. One of    these was commanded by a certain Andranik, a blood-thirsty adventurer.   These Armenian volunteers committed all kinds of excesses, more   than six hundred thousand Kurds being killed between 1915 and 1916 in    the eastern vilayets of Turkey.""  Sources: (The Ottoman State, the Ministry of War), ""Islam Ahalinin  Ducar Olduklari Mezalim Hakkinda Vesaike Mustenid Malumat,"" (Istanbul, 1918).  The French version: ""Documents Relatifs aux Atrocites Commises par les Armeniens sur la Population Musulmane,"" (Istanbul, 1919). In the Latin script: H. K. Turkozu, ed., ""Osmanli ve Sovyet Belgeleriyle Ermeni Mezalimi,"" (Ankara, 1982). In addition: Z.",17,talk.politics.mideast,2023-10-14 18:59:16.722480
981,"Before you finalize your file in the FAQs (or after), you might want to  correct the typo in the following:   It seems one or the other end of the rating scale should be identified with  ""homosexual"".  As a personal note, I guess I differ with you on the question of work  entering human life as a result of sin.     Before the fall (Gen 2:15) ""And the LORD God took the man, and put him into  the garden of Eden to dress it and to keep it."" which I would call ""work"".   For me, the difference introduced by sin is the painful aspects of work added  at the fall (I take the cursing of the ground in vs.17-19 to apply to the  work for sustenance).  In a way, some view ""work"" as a blessing (Ecclesiastes  is a fun book! - for melancholies).  I hope I do not sound caustic, maybe you can enlighten me further.  Well, this is certainly a delicate subject, and I guess you accomplished what  you state as your purpose ""It summarizes arguments for allowing Christian  homosexuality"",",15,soc.religion.christian,2023-10-14 18:59:16.722480
982,"I am looking for some Public Domain (and exportable) code for encryption.  Nothing elaborate, just something that will satisfy a marketing need :-) Oh yes, UNIX platform.",11,sci.crypt,2023-10-14 18:59:16.722480
983,"  It isn't that bad.  At least the Bugatti EB110 has compound curves compared to the slab sides on the Consulier.  And the Bugatti has a quad turbo V-12 (thing of it as 4 three cylinder turbo engines tied together).  Also Ettore Bugatti's nephew is on the board of directors and had a hand in the development.  So that's about as much Bugatti as you are likely to get in today's world.  Much like Enzo Ferrari's illegitamate son being allowed to take over part of Ferrari as well...    That's funny.  I have motorcylclist friends who say the same about `cages'.  :-)  Most GP 500cc motorcycles are V-4s, and the VF line of Hondas were all V-4s (from the VF-400F through the VF-1000F, including the RC30 race bike and the present VFR-750F).  It should be noted that Lancia built a V-4 in recent history in the Fulvia HF, a very pretty Italian coupe.  ",7,rec.autos,2023-10-14 18:59:16.722480
984,"O.K, I am not a computer literate, but what can/cannot be done with the RAM over 16 megs in an ISA machine.  Please e-mail!  Thanks in Advance!",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480
985,"      I've been in two _major_ auto accidents, both were multiple car.  The worst was a head-on three car collision (T intersection and one person ran a stop sign).  In both cases I was stopped and had no place to go (and I saw it coming both times).    If you _really_ want to add safety to _any_ car, simply add a cage to the car.  They are available and cheap (about $500 in the USA).  Add to that four or five or six point belts and you will walk away from collisions that were otherwise not survivable.  but instead of people spending a little extra money, we get legislation that says the gov't must mandate a minimal level of protection for everyone.   One other significant factor in improving one's own safety is to get some training.  This will improve your safety more than any other single investment will.  Drive/ride defensively (and that does not mean you have to be a doddering old stick in the mud).  People here tend to enthuse about autos more than the average (probably in the top 15th",7,rec.autos,2023-10-14 18:59:16.722480
986,"Would anyone have a few extra 3479P's lying around that I  could buy off of them.. Problem is that around here I can only perchase  them in $30 quantities, and I don't need this, and can't take this  financially right now....                            If anyone can accomodate me with this PLEASE  reply to BOTH for the following mailing addresses...                           Thanks!!!   _______________________________________________                  |                                 |    _______   |    Baden de Bari                |  ",12,sci.electronics,2023-10-14 18:59:16.722480
1000,"  My Centris 610 is working perfectly.  There is one problem that I have noticed.  FastBack II backup utility does not work!!!  The strange thing is that it works with my friend's 610 most of the time, however, it never works with my machine.  I assume it is some sort of software problem and not hardware related.   ",4,comp.sys.mac.hardware,2023-10-14 18:59:16.722480
999," Hah.  Newbie bait.  Everyone knows the first motorcycle wasn't built until 1893 - there _were_ no pre-'80's motorcycles!   You've been watching too much Northern Exposure.   Why?  Because our wheels are repairable?   Humph.  Obviously, more bait.  Everyone knows you don't discard Maytag boxes.  Even after they've become uninhabitable, they're make a great poor boy's mechanic's creeper.  CX500?  Whazzat?   Okay.  Let's hear you squeal like a pig.   Beware fanatical preaching, lest the residents of Waco, Texas set up a huge salad bar in your honor...",8,rec.motorcycles,2023-10-14 18:59:16.722480
998,Does Autodesk has a BBS ? ,1,comp.graphics,2023-10-14 18:59:16.722480
997,"Some of the MD's in this newsgroup have been riding my butt pretty good (maybe in some cases with good reason).  In this post on depression, I'm  laying it all out.  I'll continue to post here because I think that I have  some knowledge that could be useful.  Once you have read this post, you  should know where I'm coming from when I post again in the future.    Lida, I can emphasize with your situation.  Both my wife and I suffered from  bouts of depression.  Her's was brought on by breast cancer and mine was a  rebound stress reaction to her modified radical mastectomy and  chemotherapy.  Lida, I used my knowledge of nutrition to get her through  her six months of chemotherapy(with the approval of her oncologist).  When  severe depression set in a few months after the chemo stopped, I tried to  use supplements to bring her out of it.  I had ""cured"" her PMS using  supplements and I really thought that I knew enough about the role of diet  in depression to take care of her depression",13,sci.med,2023-10-14 18:59:16.722480
996,Maxtor XT8670S  660 MB SCSI Drive 16ms access time 2 years old External Casing  $777,6,misc.forsale,2023-10-14 18:59:16.722480
995,":      Here's a hypothetical question...  If Clayton said something like ""all : those niggers are really stupid.""  (Please don't be offended, I'm not racist : but merely using an example of Clayton's malign logic).  And then said he : read a report that a lot of blacks in inner cities dropped out of school, I : bet he wouldn't have your support.  Yet he can claim that all homosexuals are : dishonest, evil, lying child molesters without *PERSONALLY* having a single : homosexual friend or acquaintance and you'll sit there and support him.  :      God created a place for bigots.  It's called Hell and Clayton is going : to burn there for a long time.  I pray for him to find in his heart the : Christian values he espouses so that he can learn to love his gay brothers : and sisters, because anyone with so much hatred in his soul coulld never : be righteous.  There is a difference between supporting Claytons opinions and supporting his right to speak.  I want you to know that you cannot educate and/or",18,talk.politics.misc,2023-10-14 18:59:16.722480
1035," First, please watch your line lengths. Not everyone has autowrap.  Second, Franklin to the rescue! Here's the list: Player        HR  SB Aaron        755 240 Mays         660 338 FRobinson    586 204 RJackson     563 228 Winfield     406 216 * Dawson       377 304 * Baylor       338 285 BoBonds      332 461 Wynn         291 225 Strawberry   280 201 * Morgan       268 689 Pinson       256 309 Yount        235 247 * KGibson      208 253 * Sandberg     205 297 *  Players marked with an * are still active; numbers through 1991. That's only 15; the 16th is probably Rickey Henderson, who was listed at 184 HR, 994 SB or George Brett, listed as 186 SB, 291",9,rec.sport.baseball,2023-10-14 18:59:16.722480
994, [snip]   ANYTHING you store in there will eventually cause some discomfort over time.,4,comp.sys.mac.hardware,2023-10-14 18:59:16.722480
992,"         ...........   more deleted   You need to start the X-server with -indirect its_name.  If you start it with -indirect localhost, it use the loopback adress as it's adress. So when it try to contact another host, this one try to answer on its loopback adress. Not good.  Remember that every machine has the adress 127.0.0.1 on the loopback network. ",5,comp.windows.x,2023-10-14 18:59:16.722480
991,"As we see right now, the position of influence enjoyed by parties favoring the negotiation process is tenuous at best. The local ""elections"" in Hebron that the PLO was expected to win (perhaps adding a bit to its flagging position of ""legitimacy"" in the eyes of Palestinians and the Middle East) have been disrupted by Hamas actions overtly directed towards undermining those (and all West Bank) elections. The present ruling Israeli  Labor coalition seems to be one rather thin political ice. The Palestinian delegation has been reduced from 14 to three to protest Israel ""lack of seriousness"" in the talks and refusal to reverse all the deportations immediately.  Hopefully, however, each of the parties will begin to learn that just the fact that negotiations are taking place *does not mean* they are giving  anything away to ""the other side"" (which was/is the favorite argument of  the ""rejectionists""). Let's hope that discusion and inevitable disagreement on major issues leads at the same time to some agreement on smaller ""interim"" (""phase"", whatever term we prefer) steps to be taken.      ",17,talk.politics.mideast,2023-10-14 18:59:16.722480
990,"  None of you guys noticed my ""Gross Mistake"" 'cause you don't have a clue. I noticed the misspeaking myself and corrected it. I doubt you would have ever noticed.   Actually I've read books and taken courses on the subject. Ah yes and like you lived in the greater Deutschland.     You guys are funny. It's funny to see people lose control and start the name calling when they realize they have no point.   Could have fooled me.   I understand how individual liberties (freedom of speach, religion etc.) could be a thing you ""never heard about"". Actually, Civil Libertarians believe in the fundamental freedoms that belong to human beings. They would support the Jews against the Nazis or anyone else who tries to oppress them and they would support the Arabs against the Israelis and any other such oppressive regimes (Iraq etc.)     Well actually now that you mentioned here are a few things I appreciate:  1. Politeness 2. Stimulating conversation 3. A red rose 4. New York in june and a good Gerschwinn tune 5. A chocalate Sundae 6. Really angry out of controll funny",17,talk.politics.mideast,2023-10-14 18:59:16.722480
989,"Resinfo (research and information) is currently seeking contact _IN_ the United Kingdom with researchers of 'phenylanine', or is this amino acid uninspiring?",13,sci.med,2023-10-14 18:59:16.722480
988,"I have some brand new copies of the following books for sale. Some are  down-rev, don't know which or by how much: look to # of pages, copyright  date, etc. for clues.    ""PostScript Language Reference Manual"", Adobe Sys. Inc., Addison-Wesley,         copyr. 1986, printed 1990. 299 pages. $22.95.    ""PostScript Language Tutorial and Cookbook"", as above, 243 pages, $16.95  I'll sell the above two books as a set for $15 postage paid w/in US.    ""OpenLook GUI Functional Specification"", Sun Micro, Addison-W, copyr. 1989,         564 pages, $34.95.    ""OpenLook GUI Application Style Guidelines"", 388 pages, $24.95.  I'll sell the above two books as a set for $15 ppd. w/in US.     O'Reilly & Associates Definitive Guides to the X Window System, copyr.    1990, ""for version 11"", ""revised and updated for Release 4"":    Vol. 0: ""X Protocol Reference Manual,"" 498 pages $30   Vol. 1: ""Xlib Programming Manual,"" 672 pages $34.95   Vol. 2: ""Xlib Reference Manual,"" 792 pages $34.95  ",5,comp.windows.x,2023-10-14 18:59:16.722480
987,"I'm currently trying to select which magneto-optical drive to purchase.  I'm primarily looking at 128MB drives, although I might consider 256MB ones.  When looking through MacWorld and MacUser ads, the prices for the 128MB drives seem to range from just under $1000 (for the DGR 128REM Portable, Magic 128MB Portable Fujitsu, or NuDesign 128MB from MacDirect) to about $1600 (for the FWB HammerDisk 130 and Mass Microsystems DataPak MO/128).  Different drives use different mechanisms - MOST, Fujitsu, Sony, Epson, probably some others.  My problem is that after reading the Nov 92 MacWorld and Apr 93 MacUser reviews of these drives, I'm still not sure what to get.  So, I'm asking if anyone has had good/bad experiences with any 128MB M-O drive or can shed some light on the wide range of prices (is spending more really buying me much?), reliability of different drives, compatibility between them, or  anything else I should probably know.  Thanks.",4,comp.sys.mac.hardware,2023-10-14 18:59:16.722480
993,"Hi All,  I've heard of a commercial package named ZINK, that could convert MS-Windows source-code to XWindows source-code (C). The only problem is, the package isn't available in Holland (at least, I can't find it anywhere :-( )  Is there another package (preferrably free- or shareware), that can do the  same thing? And if so, where can I find or buy it?  Thanks in advance",5,comp.windows.x,2023-10-14 18:59:16.722480
969,"[ . . .]  I am a relativist who would like to answer your question, but the way you phrase the question makes it unanswerable.  The concepts of ""right"" and ""wrong"" (or ""correct/incorrect"" or ""true/false"") belong to the domain of epistemological rather than moral questions.  It makes no sense to ask if a moral position is right or wrong, although it is legitimate to ask if it is good (or better than another position).  Let me illustrate this point by looking at the psychological derivatives of epistemology and ethics:  perception and motivation, respectively. One can certainly ask if a percept is ""right"" (correct, true, veridical) or ""wrong"" (incorrect, false, illusory).  But it makes little sense to ask if a motive is true or false.  On the other hand, it is strange to ask whether a percept is morally good or evil, but one can certainly ask that question about motives.  Therefore, your suggested answers (a)-(c) simply can't be considered: they assume you can judge the correctness of a moral judgment.  Now the problem with (d) is that it is double-barrelled:  I agree with the first part (that the ""rightness"" of",0,alt.atheism,2023-10-14 18:59:16.722480
1036,"--- other stuff delete... If you happen to be running the new msdos 6, you could use multi- setup to provide a menu with a menu choice for each person using the machine ... power up, select your name,  the menu will use your personal sections of config.sys and autoexec.bat thus setting up the path, then running your windows copy!   Ron ------------ Temp at Intel, views are my own -----------------------  ",2,comp.os.ms-windows.misc,2023-10-14 18:59:16.722480
1038," Looking at your discussion I would say that you both operate from your own reference frame. There's no inside and no outside, there are just two polarized views. As for statements inside the Bible, things are still not that clear, we don't have any indications for instance why Jobs was placed in the Old Testament, one of the  few books that actually talks about Satan. Jobs is very much out of line with the rest of the OT books, and there's a chance that someone added this book later into the group of OT scriptures.   This operates the other way around as well. You have to understand the mind of an atheist, agnostic, or as in my case, a radical relativist. If you don't understand the underlying concepts, it is  pretty hard to continue with a dialogue. I'm not a perfect Christian, however about 20+ years of Christian teaching should have provided me with a pretty good picture of the Christian mind frame.  Cheers, Kent ",19,talk.religion.misc,2023-10-14 18:59:16.722480
1074,"Robert MacElwaine sez (again!);   OK, I got it.  Actually, these message of MacElwaine's are coded messages. Read only the caps, and it all comes clear!:    Maybe it's a message telling us what actually happened to the legendary Larson.  Perhaps it's a warning that one should not expend too much effort trying to counter MacElwaine's postings.  Who can be sure? :-)  -Tommy Mac ------------------------------------------------------------------------- Tom McWilliams 517-355-2178 wk   \ They communicated with the communists, 18084tm@ibm.cl.msu.edu 336-9591 hm \ and pacified the pacifists. -TimBuk3",14,sci.space,2023-10-14 18:59:16.722480
1075," PEXLIB and PHIGS (as it comes from MIT with PEX and as is explained in the PHIGS Programming Manual) are just different API's for the PEX protocol, which is an extension to the X protocol.  So it depends on You, what you go to use.  Advantage of Phigs is the protability to other platforms (IBM GraPhigs,  SunPhigs) and the standardized structuring of the 3D objects.  Advantage of PEXlib is the sometimes faster and easier programming for immediate mode graphics, because PEX is not an exactly mapping of Phigs to a Prortocol.  --         \|/       (o o)  -oOO--(_)--OOo--------------------------------------------------------   \\    Roland Holzapfel       Computer     email:                   //    \\   Wilhelminenstrasse 7   Graphics       holzapfe@igd.fhg.de   //    //   6100 Darmstadt          Center     ",1,comp.graphics,2023-10-14 18:59:16.722480
1076,  Well know I know how you can afford a Harley. ,8,rec.motorcycles,2023-10-14 18:59:16.722480
1077,"    The alt.* hierarchie is created for 2 purposes: 1. For groups which do not fit under the comp.* or other 'official'   hierarchies 2. For the fast creation of hot new newsgroups like alt.gulf.war  Because there is no voting process or any other control facilities, sites are free to decide not to carry (some of) the alt groups.  Therefore, it is (I think) desirable to try to create comp.graphics. {raytrace, rendering or whatever} and not an alt-group",1,comp.graphics,2023-10-14 18:59:16.722480
1078, The variance from perfect sphericity in a model of the earth small enough to fit into your home would probably be imperceptible.  Any globe you can buy will be close enough.     -- ,14,sci.space,2023-10-14 18:59:16.722480
1079,"In Turkish Genocide Apology <9304261739@zuma.UUCP> as scribed by its servile dolt sera@zuma.UUCP (Serdar Argic) we read a response to article <1993Apr26. 175246.24412@colorado.edu> perlman@qso.Colorado.EDU (Eric S. Perlman) who  [EP] This has been discussed before, by several people, on this net.  The [EP] statement is attributable either to Hajj Amin al-Husseini, former Grand [EP] Mufti of Jerusalem - and the leader of the Palestinian death squads [EP] during the 1948 war, or to one of his chief henchmen.    [(*] In Russia General Dro (the Butcher), the architect of the Turkish [(*] genocide in WWI, was working closely with the German Secret  [(*] Service. He entered the war zone with his own men and acquired [(*] important intelligence about the Soviets. His experience with [(*] the Turkish genocide in x-Soviet Armenia made him an invaluable  [(*] source for the Germans.[2]  What a fool! For the above to be true, [which it is not] the WWI Russian General Dro must have worked from his grave to assist x-Soviet Armenia. Soviet Armenia became ex-Soviet Armenia in 1991 and Dro died in 1958! Then Dro would have to travel back in time, while dead, from 1991 to WWII",17,talk.politics.mideast,2023-10-14 18:59:16.722480
1080,"  Diesels fall into the same emissions mythology as alcohol fuels.  The main reason they are considered ""cleaner"" is because they are better at the emissions we actually measure and regulate.  But they also contribute additional emissions which have long been determined to be as harmful, but no suitable control or limits have been defined.    Current evidence is pointing to most visible smog actually being diesel emissions and suspended particles and less of a photo-chemical reaction.  Diesel particulates are now becoming a major concern in decreased lung capacity.  And alcohols emit signifcantly more aldehydes (a known carcinigen) than gasoline.  The evidence is mounting that while we have been beating the gasoline engine to death, we may have been ignoring the effects of the alternatives.  And anyone who thinks diesels are so great, should go and spend a few hours in rush hour traffic in some cities in Europe.  There the stench of the diesels is awful and it can even burn the eyes.    Diesels being clean is only relative to our current standards. ",7,rec.autos,2023-10-14 18:59:16.722480
1081,"     Whoa, dude I don't see the jump you made.   She was blessed, I'll give you that much.   What do you mean, she was placed ""beyond""       the sanctification of normal humanity.",15,soc.religion.christian,2023-10-14 18:59:16.722480
1082," Hmmmmmmmmm. I can read this one of two ways:  1) Ed gotabike. 2) Motorcyclist is like alcoholic. (once you're an alcoholic, you're always an                                     alcoholic - at least that's what friends in                                     a position to know tell me)                    tom coradeschi <+> tcora@pica.army.mil",8,rec.motorcycles,2023-10-14 18:59:16.722480
1083,"Don't know who scored, but the Isles (28-7 franchise record in playoff OT games) took game four by a score of 4-3 for their third consecutive OT win over the Capitals tonight at Uniondale. If you know, please post who scored for a Isles fan living in Atlanta:Hockey Hell.  Lord Stan's a Uniondale Man!  GO ISLES!",10,rec.sport.hockey,2023-10-14 18:59:16.722480
1084,"I would appreciate any thoughts on what makes a planet habitable for Humans. I am making asumptions that life and a similar atmosphere evolve given a range of physical aspects of the planet.  The question is what physical aspects simply disallow earth like conditions.  eg Temperature range of 280K to 315K (where temp is purely dependant on dist      from the sun and the suns temperature..)    Atmospheric presure ? - I know nothing of human tolerance    Planetary Mass ? - again gravity at surface is important, how much      can human bodies take day after day.  Also how does the mass effect      atmosphere.  I thinking of planets between .3 and 3 times mass of the      earth.  I suppose density should be important as well.  Climate etc does not concern me, nor does axial tilt etc etc.  Just the above three factors and how they relate to one another.  Jonathan --",14,sci.space,2023-10-14 18:59:16.722480
1085,"   Uh, Bill James doesn't sell statistics.  He sells books with statistics, but he is not in the business of providing stats like Elias, STATS, Howe, Baseball workshop etc. are.",9,rec.sport.baseball,2023-10-14 18:59:16.722480
1086,"  Utah raster toolkit using getx11. Convert your sun raster files (presumably) to  ppm with the pbm+ toolkit then convert ppm to utah rle format with ppmtorle which is provided in the toolkit.  I seem to remember that Xloadimage can do 24 bit servers too.  Possibly xwud the x window un-dump program can display 24 bit images; certainly xwd can grab them.  -- Chris Lilley ---------------------------------------------------------------------------- Technical Author, ITTI Computer Graphics and Visualisation Training Project Computer Graphics Unit, Manchester Computing Centre, Oxford Road,  Manchester, UK.  M13 9PL                        Internet: C.C.Lilley@mcc.ac.uk   Voice: +44 (0)61 275 6045  Fax: +44 (0)61 275 6040 Janet: C.C.Lilley@uk.ac.mcc",1,comp.graphics,2023-10-14 18:59:16.722480
1087,"I am writing a X-based dosemu which requires XKeyReleasedEvent.  I found the keycode of XKeyReleasedEvent is wrong.   If I run the program on a Linux host(XFree1.2) with  DISPLAY set to the local Linux and to the Sun host (X11R5), the two keycodes from the two Xservers are different.  Of course, the keycode of XKeyPressedEvent is O.K.  Can anybody verify this ?     Did I do anything wrong ?    Thanks. ",5,comp.windows.x,2023-10-14 18:59:16.722480
1073,"[reply to jimh@carson.u.washington.edu (James Hogan)]     I take the view that they are here for our entertainment.  When they are no longer entertaining, into the kill file they go.",0,alt.atheism,2023-10-14 18:59:16.722480
1088," Damn straight! As far as I've heard, unless the owner is _very_ hard up, the GT-40s are not for sale at any price that mere mortals could afford.   I think the GT-40 actually _is_ street legal, although that particular question is moot (see the price figures below).   I wish I could find my Shelby-American guide; it included the GT-40 registry (as of '88 or so). There were precious few of them made  (fifty is the number that springs to mind; they made just enough to qualify for the Manufacturer's Cup, or whichever series it was that Shelby broke Ferarri's 13-year winning streak in in '65), and they are all accounted for. The last price I saw estimated on a GT-40 was a little bit over $1,000,000 (yes, that's right, ONE MILLION US DOLLARS; it was second only to some worthless piece of Ferrari that it would blow the doors off of ;-).  I don't recall off-hand what the drive configuration was, although I'm certain some must have been LHD, as they had to be sold to qualify for racing. The drivertrain was the Ford 427 (hi-riser, I think,  and/or side-oiler) coupled to",7,rec.autos,2023-10-14 18:59:16.722480
1090," I dont know about the story but it comes from the fact that in most stadiums, the batter faces northeast and so when a pitcher is on the mound, his left arm is to the south, hence the term.",9,rec.sport.baseball,2023-10-14 18:59:16.722480
1091," What if.......  What if the FBI thought that tear gas would force the Davidians out; at least the mothers and the children, so they (the FBI) did not bother to think about the effect of tear gas on young children......  What if the FBI knew they killed several of the children by using tear gas......(let`s assume the FBI knew via their listening devices)  What if the FBI saw fire accidently break out at one end of the building, e.g. by an upset oil lamp.......  What if the FBI thought they could finally force the rest of the Davidians out AND also destroy the evidence that they (the FBI) had killed the children by starting a fire at the other end......  What if the FBI miscalculated and not many of the rest of the Davidians made it out.......?????",16,talk.politics.guns,2023-10-14 18:59:16.722480
1092, You mean grep (Unix is case dependent) and awk (where did you get AUCK from?),2,comp.os.ms-windows.misc,2023-10-14 18:59:16.722480
1093,"I'm looking for the best source for SIMMs in the USA. I'm not looking for    the lowest prices, but rather for the best quality SIMMs and the one with    the lowest rate of defective SIMMs. I know the chip Merchant has good     prices but they seems to have a high rate of returned SIMMs.    Does anyone know how many SIMMs you have to purchase to obtain quantity    discount ?.    Thank you.  ",4,comp.sys.mac.hardware,2023-10-14 18:59:16.722480
1094,"Greeting  I am starting work on a project where I am trying to make strain gages bond to bone in vivo or a period of several months.  I am currently using hydroxyapaptite back gages, and I have tried M-bonding the gages to the bone.  Apart from those two application methods there doesn't seem to be much else in the literature.  I have only an engineering  background not medical or biological.  I would be interest in any ideas about how to stimulte bone growth on the surface of cortical bone.  Thanks for oyur help in Advance.",13,sci.med,2023-10-14 18:59:16.722480
1095," I'll pick up that PM and have a look -- maybe the picture in there is not the actual car, but a prototype?  I saw the Mach III and was not all that impressed -- it looked WAY too Japanese for me... the tear drop headlights reminded me of a Nissan NX...  Glad I didn't hold out for the '94 and bought a '93.  Maybe they'll work on the design a little bit, listen to consumers and come out with nice-looking '95 or '96.  It always takes a while to work out the kinks in a new design, e.g. the F-body Camaro/Firebirds (btw, the new Camaros look like shit too). --  Keath Milligan, Software Engineer, VideoTelecom Corporation, Austin, Texas jkm@vtel.com, reaper@wixer.bga.com",7,rec.autos,2023-10-14 18:59:16.722480
1096,"   But neither of them claimed to have experimental evidence that proved  them right. In a similar vein, there is as yet no experimental evidence for supersymmetric particles; so some physicists believe in them, and some don't -- but all agree that either there is an objectively true answer to the question.  -- Mark Pundurs",19,talk.religion.misc,2023-10-14 18:59:16.722480
1097," I would put it stronger than that.  I consider it nonsense.  Simply put, I do not see any way that a ""Platonic essence"" could have any *real* existance.  ""Essence"" in the Platonic sense does not have any referent as far as I can tell - it is just an imaginary concept invented to provide an explanation for things better explained in other ways.  So, to attribute an 'essence' to God is to attribute to him something that does not exist!!  Thus the orthodox Platonic formulation seems to leave the unity of God in limbo, since it is based on a non-existant 'essence', thus failing to avoid the very problem it was supposed to address.  Thus, to me, the unity of God must be primary, and the triality must be secondary, must be modal or aspectual (relating to roles, or to modes of interaction), since otherwise there is no meaning to saying God is one.  --  sarima@teradata.com   (formerly tdatirv!sarima)   or Stanley.Friesen@ElSegundoCA.ncr.com",15,soc.religion.christian,2023-10-14 18:59:16.722480
1098,"  IN ORDER to get the 15 nS response time you need, you are better off  going to an ECL slicer which can run off a single +5 or -5.2 V supply,  you just need to bias or do some level shifting perhaps to get it in the  range. Check out the ECL 10K books for a simple cheap solution.",12,sci.electronics,2023-10-14 18:59:16.722480
1099," No, if you put a conductor in a changing magnetic field, it produces a voltage. The two ways you can do that with a permanent magnet is to move the magnet or move the conductor.  The slow shifting of the Earth's magnetic field isn't really significant, especially when you consider how weak the Earth's magnetic field is to begin with.   Well, it would require generating an incredibly large magnetic field to repel the Earth's magnetic field (as a magnet can repel another magnet).  Of course, this force only works in one direction, and the magnetic field generated has to be unimaginably powerful.  Magnetic repulsion drops off as 1/r^3, and the earth's magnetic field on the surface is already very weak.  It would require some sort of unknown superconductor, and special nonmagnetic construction. And seriously hardenned electronics (optical computers, perhaps).  And the physiological danger would be significant (due to the iron content in our blood, among other things).  In other words, forget it.   I missed out on the ""dragless satellite"" thread, but it sounds totally bogus, from this little bit.",14,sci.space,2023-10-14 18:59:16.722480
1100,"Accounts of Anti-Armenian Human Right Violations in Azerbaijan #015                  Prelude to Current Events in Nagorno-Karabakh           +-----------------------------------------------------------+          |                                                           |          | . . . They beat up the husband, dragged the wife outside, |          | and stood her naked next to our burning things; her       |           | husband was lying at her feet on the ground. The crowd    |          | shouted, ""Look",17,talk.politics.mideast,2023-10-14 18:59:16.722480
1101," Yeah, but I hate to follow them with the exhaust at ground level. Not all diesels are well maintained, either, it seems they run for so long that people keep them going long after the top end is worn out.  ",7,rec.autos,2023-10-14 18:59:16.722480
