,text,target,title,date,check
5196,"I need to find how to program the WD7000 FAAST SCSI controller (A 16 bit DMA SCSI controller for the PC (ISA bus)). Can somebody point me in the direction of some low level docs on the net? Or will I have to get hold of the manufacturers? Who did actually make this anyway? Who will have the docs?  TIA.  PS> I don't ant the BIOS docs, I want to know how to attack this sucker from the ground level (ie send my own SCSI commands out it from OS/2)  --  Hamish Marson, Computer Services, University of Waikato| hamish@waikato.ac.nz.  Fax +64 7 8384066               | Computers are only  Disclaimer: Remember. You heard it here first!         |   Human.....",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5461,"I am wondering if anyone has any opinions about the 2theMAX 4000S SVGA card.  I just purchased one due to a great price on it.  It boasts 16.7 million ""true"" colors, with 1MB onboard.  If you know anything about this  card, please respond via mail, as this group tends to be overwhelming at times with posts.  Thanks in advance!!!   ",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5478,"I need to duplicate a bunch of floppy disks (3.5"") and ideally would like to be able to keep 2 to 4 floppies busy simultaneously on a single PC. [Yes, I know that services to do this exist.]   I know that standard ISA bus floppy controllers can only have one drive active at a time. I know that some controllers are available that can handle 4  floppies with serialized access. I know that microchannel machines can keep  more than one floppy active simultaneously. But does anyone have a controller  for an ISA bus PC that can simultaneously keep 2 to 4 floppies going? How about for an EISA machine?  If the limitation is a software limitation, I can work around that by using OS/2 1.3 on my PC-286.  New or used, I'm interested.    orville",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5334,"Article #61153 (61302 is last): From: nstassen@magnus.acs.ohio-state.edu (Nicki A Stassen Lantz) Subject: HELP: LED connectors for motherboard Date: Thu Apr 22 09:02:48 1993   I bought a 386DX-40 motherboard for 50$... no documentation at all. Everything appears to work, except I'm having trouble getting a few of the LED connectors working. I've looked at the manuals for 4 other motherboards, but the pin configuration doesn't look anything like what is on this board. Does this pin arrangement look familiar to anyone out there??? Any hints on where I can find this information?                   1                 10       ""speaker""  . . . . . . . . . .       ""keylock""  . . . . . . . . . .                  11          ^     20  ",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5181, This is pure bull.  I've had the 24 bit mode (640x480 and 800x600)  working since the version before 59 (??55??).  Bld 59 added   the 24 bit option to Flexpanel.  Try getting the drivers from   ftp.cica.indiana.edu or wuarchive. Mine is: Gateway 486 DX2/50 LB 8 Megs ram IDE HD ATI GUP w/ 2MB (installed upgrade myself) BLD 59 drivers.  ,3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5382,"Can any body tell me where the most significant bit of the total horizontal width hides out on the Tseng Labs ET4000 with a 15/16/24 bit dac? I am trying to use the 640x480x16M mode under unix (so i cant just call int 10h)I have a program which dumps the contents of the card registers under dos, but I am not sure I trust it for the extended registers of the et4000. Anyway, the problem is that in this mode, the Horizontal Total Register (3d4h index0) is apparently set to 0x27, but 3d4h index 1 (the displayed clocks) is set to 0xEF, so 0x27 is nonsense. A resonable value would be 0x0127 - so is there a high bit, and if so, where is it? Also, how does one set the video dot clock to the appropriate frequency ( and what would be an appropriate frequency?). The documentation isn't really very clear (tseng.txt from  vgadoc2.zip from some ftp site) about this. My card is a MegaVga/1024 1Mb card. Seems to have a Tseng Labs Bios (ver 8.05 I think.) Works nicely under dos, and very well under unix (linux) in all the non-hicolor modes. Great for running X-windows in",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5350,"*** On 04-21-93  04:51, Ikos had the unmitigated gall to say this:   Ik> I'm in the market to upgrade my BIOS to a Phoenix 1.10 (got a new hard  Ik> disk, discovered my BIOS doesn't have a ""type 47"") and I would like  Ik> know where I can purchase one of these things.  Call Phoenix.  They can put you on line with replacement BIOS chips.  I had to do this when I upgraded a Emerson 386/20 to an IDE drive.  Also, if you are installing an IDE drive, and there is a BIOS setting that has a total volume the same as the IDE drive's volume, try using it.  The IDE drive can usually respond to a variety of different geometries, as long as the setting that you use is equal to or smaller than the drive's actual size.  The controller will do the necessary translation automatically, in most cases.  WARNING!!!  Do not use a BIOS setting that is even one byte larger than the actual size of the drive!  A smaller setting will not harm the drive, but you will be sorry if you go",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5274,"Hello,  I'am almost ashame to ask this question. It really looks like a FAQ, but couldn't find the answer. Anyway...  The original IBM-PC/XT 83 or 84 key keyboard is, in my opinion, still the best keyboard around. Function keys on the right place (eh.. left place), firm click, etc. Is there any chance to connect one of these to a modern 386 AT clone?  I do understand that the new AT keyboard has more functionality. I.e. the typematic repeat rate is programmable etc. It seams to me that the pins & electrical specs. of the old and the new keyboard are, however, the same.  Maybe the communication protocol is different?   Please answer by e-mail. Also if you can tell me that is absolutely impossible. In that case, i will bring the keyboard the museum of obsolete technology.  Thanks,  Duco  --",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5357,"Does anyone out there have at hand the phone or fax number for TECH POWER, who are a PC motherboard manufacturer (may be known as TECH POWER Enterprises).  Thannks in advance  - Chris ",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5220,"HI,  that might look like a dull request, but I have been following this newgroup for a couple of weeks and It didn't help me make my mind.    I bought a new 486 machine not long ago after being disconnected from the pc world for a while (I have been running on an xt 5MHz till last january!!). The machine I bought came equipped with a ATI VGA XL 24 graphic card. It gives a very nice picture and the  Windows drivers are pretty stable. The only problem is that it is quite slow.  I would like to go for a faster card (not in the 400$ range). I saw a lot of comments on many products over the last weeks, but didn't get an overall picture clear enough to make a choice. My question is : Could somebody direct me to a source of information which would help me in my quest. I would like to get information about :      - the refresh rates the various cards provide;      - quality of windows drivers;      - standard vga performance (non-Windows",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5195,"I have an internal modem that I configure as COM4 with IRQ 3, but when I insert that card into my DOS 5.02 PC, it shows up as COM3, with IRQ3 and COM4's address (2E8)!  When I get into debug, and dump the data at 40:0, it shows the address 2E8 as belonging to COM3 - even though the modem should be at COM4.  Now, I know the modem is working correctly since I have tested it in a different PC - and it shows up correctly as COM4, 2E8, IRQ3.  To make it work in the DOS 5.02 PC, I have to configure the modem as COM3, 2E8, IRQ3---but though I have a comm program that allows that, the FAX program that came with the modem does not work. Anyway, I would like the computer to display the modem as it is set, as COM4... I did run a few diagnostic programs, and they did not help at all: a few displayed the modem as COM4, and others displayed it as being COM3.  I am not using Windows, this is just a DOS problem...Any help or pointers appreciated.... For various reasons, I must have this",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5483,"  This isn't at all too high of a price.  Keep in mind that you get *8* meg of  ram, a *local bus* IDE *and* SVGA card,  a *250* mb hd, and a *15""*  monitor.  The local bus IDE and SVGA really kick butt in Windows.  I have  used a couple of machines with VLB in the past, and all I can do is praise  Gateway.  ",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5415," Hi, any body has experience with the Ultrastor UltraSCSI driver package? I also need the phone number for Ultrastor (it's not in the book) and i cannot find them in the company listing in Computer Shopper. Thanks in advance   tony kwong (908) 699-4130  ",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5231,"--> A humble response to a letter by G. Scott Braley written 04-21-93  20:43.    GSB> a 286 upgrade would probably cost about $50, 386 about $150 or so.    GSB> Coprocessors or accelerator cards would cost at least that much.  'Tis true!  I just saw an add for 286/20 motherboards for $80.  I have seen whole 286/12 systems, complete with case, power supply, keyboard, floppy, and mono card/monitor going for $250.  ... ""He was a man, all and all, I shall not look upon his like again."" --- Blue Wave/QWK v2.10  ",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5154,"I just bought a new AMIECU EISA motherboard and an Adaptec 1742A fast-SCSI  controller. I wanted to install the AHA-1742A and did as written in the AMIECU manual. But the CFG-utility told me to get a newer version of the Adaptec  configuration overlay file named 'adp0000.ovr', because the old one is not  compatible to my motherboard. The adaptec driver utility is version 3.0.         CAN YOU HELP ME ? PLEASE DO SO. ",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5320,"I have a Leading edge 486sx25 with 4 Megs of RAM that are in the forms of   4 1 meg SIMMS.  Each SIMM has *two* chips on it. They are manufactured by   Samsung and are 80ns.  A salesman told me that the leading edge CPC-2300   motherboard has the extra parity bit built in and reccomemnded I use MAC   SIMMS. I tried using 4 Megs pulled out of a Mac SI (these are 8 chip   SIMMS), but I got too many windows protection faults and parity errors. I   guess I should use the same SIMMS as the ones I have, but I can't find   any!! Most of the places I have called carry only 3 8 or 9 chip SIMMS.  So if anybody knows where I can get memory that is good with my computer   or if you have any suggestions at all, please let me know.  Any help is truly appreciated.  -Eric",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5228,"A friend of mine needs spec for a used hard drive he just got: It is a Western Digital, IDE, 340 meg with 1010 cylinders and 12 heads.  We believe the model number is wd2340A, but we can't be sure.  It is a 12 ms, 3.5"" model.  Any info would be appreciated, either from somone who knows, or maybe western digitals phone number",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5202,"Stupid question from a new IBM PC user:  I'm going to be selling my Mac and getting a Gateway 2000.  What is the difference between IDE HD and SCSI HD?  The GW 486DX-33V comes with a 250MB Western Digital IDE drive. I asked how much more for the Seagate 500MB SCSI drive.  The guy asked me ""Why are you going with SCSI?"".  I was lost for an answer. I just said ""I know Seagate better as a company, from a satisfaction point of view"".  Are SCSI drives faster than IDE?  I'm not buying my GW for another 4 months or so, but this is a question that has bugged me for a while.",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5282,"It seems that there are a lot of questions regarding the Cyrix 386 compatible 486DLC and 486DRU2.  My info comes directly from Cyrix's Fast Fax service: And also from installing one of these chips in an IBM Model 80.  The 486DLC is a 486 instruction set compatible CPU which fits into a 386DX socket (Pin Grid Array, or PGA).  The DLC currently is available in 3 speeds. the 25, the 33, and the 40.  They do not have a coprocessor on board, but any software query will return coproc as present.  I guess they emulate the coproc instructions.  Math functions are on the 386DX level without the actual coprocessor.  The internal cache on the 486DLC is 1K.  Cyrix literature claims a 85% hit rate.  My informal tests show that the cache accounts for a 10% performance boost when it is enabled by software.  Overall performance boost from a 386DX-25 to a 486DLC-25 is about 60%.  The benchmarks I used were NU SI and QAPlus Dhrystones and Whetstones.  The performance, with the cache enabled, is about on a par with my 386DX-40 with 256K external CPU cache, which is",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5501,"*** On 04-19-93  04:09, John Bongiovanni had the unmitigated gall to say this:   >>Suddenly, the date no longer rolls over.  The time is (reasonably) accurate  >>allways, but we have to change the date by hand every morning.  This involves  >>exiting the menu system to get to DOS.    JB> Did I once hear that in order for the date to advance, something, like  JB> a  clock, *has* to make a Get Date system call? Apparently, the clock  JB> hardware interrupt and BIOS don't do this (date advance)  JB> automatically. The Get Date call notices that a ""midnight reset"" flag  JB> has been set, and then then advances the date.  When a program uses a DOS call to get the system, it resets the flag that tells the BIOS that it has passed midnight.  It then uses this flag to increment the date.  If the menu does a call to the system to get the time before midnight, before the BIOS sees the midnight flag, then BIOS will not know that the day passed and the date will not get updated.  I might",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5346,"I'm planning to buy a computer and I like TC's ads.   Can you tell anything about the company and their computers?  Also, if anyone has a company they  would prefer, please let me know.  Thanks.",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5243,"...  This is a common misconception, shared my many manufacturers, programmers, and users alike.  COM3, for example, is simply the third equipped COMM port, not necessarily the one with I/O address 3E8.  The BIOS just searches sequentially through a set of potential COMM port addresses.  The first equipped port it finds will become COM1, etc.  If you're playing by the rules, you can't have a COM4 unless you have a COM3 equipped.  The set of ""standard"" (whatever that means) port addresses merely reflects the order in which the BIOS searches the I/O address space in its search for serial ports.  So, what you have is indeed COM3 at the non-standard address 2E8.  Were this address in the 4th table slot instead, programs which query the BIOS to determine the number of installed COMM ports would not find it, as the field in the BIOS data area which contains this number would indicate that there are but 3 COMM ports installed.  (Frankly, I don't know of a simgle program that would actually have a problem with this.) ",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5326," Actually there is an S3-based card on the market that supports  multiple adapters in one system. Unfortunately, It is VL-Bus  only (They may have an ISA version by now...?) from a company  called Metheus. The address and phone number is:     Metheus Corp    OGC Science Park    1600 NW Compton Dr.    Beaverton, OR  97006-6905    (503)-690-1550  Be aware, this is a very high-end card, capable of 4MB of VRAM,  so it does not come CHEAP. But, I have personally seen TWO of  these boards running a dual screen Windows 3.1.   ",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5503,"Which would YOU choose, and why?  Like lots of people, I'd really like to increase my data transfer rate from the hard drive.  Right now I have a 15ms 210Mb IDE drive (Seagate 1239A), and a standard IDE controller card on my ISA 486-50.  I'm currently thinking about adding another HD, in the 300Mb to 500Mb range. And I'm thinking hard about buying a SCSI drive (SCSI for the future benefit). I believe I'm getting something like 890Kb/sec transfer right now (according to NU).  How would this number compare if I bought the state-of-the-art SCSI card for my ISA PC, and the state-of-the-art SCSI hard drive (the best system I could hope for)?  Obviously money factors into this choice as well as any other, but what would YOU want to use on your ISA system? And how much would it cost?  Along those lines, what kind of transfer rate could I see with my IDE HD's if I were to buy the top-of-the-line IDE caching controller for my 200Mb, 15ms HD? And how much would it cost?  Thanks for any comments.",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5484,"Hi peeps,  Here's another of those ""any ideas"" type queries.  I've been given an oldish Phillips TeleVideo terminal type thingy, without a keyboard.  But no problem so far.  When I dismantled it, I discovered that it is really just a standard RGB monitor with built in modem/ROM software etc.  Phillips kindly labelled the circuit board with the RGB inputs, so I connected it up as a monitor and he presto it worked - sort of.  The problem is that I have no idea where to connect the Sync lines. The display rolls continuously, but does change modes (OK only to CGA - but useful for my laptop).  Any of you wonderful people any knowledge of Phillips monitors?  I've tried Phillips in the UK and a very helpful guy told me that he has had several enquiries of this sort, but Phillips Computer is now under the auspices of DEC (at least in the UK).  DEC said sorry Phillips don't make it any more. What is it anyway? A UK support dealer said ""Circuit diagrams? Sync?""  So any ideas.  John. ",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5337,"Hi,    I have bought a new harddisk and want to use it with my old   TEAC SD3105 , 100Mb harddisk. Unfortunataly I do not have any    documentation with this harddisk. Could someone please tell me   how I should set the jumpers for master or slave ?                 Thanks in advance,            Robert Tenback.            <rhtenbac@cs.ruu.nl>",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5472,"After reading many postings concerning hard drives I'm still unclear about one thing.  These new ""cached hard drives"" - is the cache on the drive itself or is it separate, like on the controller or something? Thanks to anyone who can clear this up.  -- ",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5314,"I hope that there's somebody out there that can help us.  Some of our students change the AMI bios passwords on a few of our computers  and set it for always. What we'd like to know is if there is a way to bypass  or remove the password. We have tried switching bios, but to no avail. The  battery is soldered to the bord, an all three machines is still under  guarentee so if that would have help we can't remove the batteries.  Thanks Isak Isak Venter                          ITBIJV@PUKNET.PUK.AC.ZA",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5409,"Hello All!  I recently acquired a CD-ROM drive, a Mitsumi (mfg. Feb/93)   [Hey, it was free :-)   ]    I'm quite pleased with the performance, but it seems to crash a lot when I use PLAYCD.EXE that came with it a DESQview 2.31 - Thoughts?  This mainly happens when my BBS is running in the background and I load the program up.. If I load the program, it doesn't crash, and I start the disk, stop the program and start the BBS its OK, but otherwise I have big problems.. (IE, they can only be solved with a cold boot).  If -anybody- can mail me to help me, I would be eternally grateful  (unfortunately, my feed to this group is a little unreliable so I would appreciate  if you could mail, but by all means, post it too because I'm sure somebody else   would like to know...)  Cheers, Wes ",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5286,"I am DESPERATELY trying to find a PC based e-mail wide area network service or the necessary network software to establish one myself. While I am aware there are various BBS's and other similar services avalible (like Compuserve, Canada Remote Systems etc.) I require fairly specific criteria. In  approximate order of importance they are:  1) The mail/files/news are read/written locally and batched to the network    server. (ie. no continuous on-line connection)(NOTE: all users are remote    and will use modems over conventional phone lines.)  2) Simple. The users I have for the system have very little computer knowledge    have never heard of Unix, and have very little interest in learning. It is    essential that the client software is completely pain-free.  3) Cheap. We would prefer not paying high connect fees to an established    commercial network, just so we can send large files between members of the    group - hence (1). In addition I would like the network server to be    something small, simple and inexpensive like a 486. (There are only about    40",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5401,"I have an 8-bit serial card with two ports.  Each port has the option of using IRQ 2,3,4 or 5.  I also have two serial ports on a multi-I/O card, and the ports can be set to IRQ 3,4,5,7 or 9.  From other posts I've read, I get the impression that IRQ2 on the 8-bit card is the same as IRQ9 on the multi-I/O card.  Am I right?",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5206,"hartzman@kilroy.Jpl.Nasa.Gov (Les Hartzman) writes...   Les,   I am right now working on an MPR-II certified (Swedish standards for low emissions) Hitachi Superscan 15 monitor.  It's 1024x768, up to 72hz at that res, and it got a good write-up for image quality in a recent (Feb.?) issue of PC Magazine.  As far as I know, very little fully matches a NEC in image quality (at least according to the mags -- I can't tell any difference between the two!), but I think NEC is low emissions on only one of the two types.  There's VLF (Very Low Frequency) and ELF (I think that's Extremely Low Frequency).  The MPR-II standards set strict limits on both. But many comapnies, NEC included according to one article I read (I get a bunch of mags so it's hard for me to remember which!), which claim ""low emissions"" but not specifically ""MPR-II Compliant"" or ""MPR-II Certified"" only control for one, usually VLF, and ignore the other.  So, the NEC probably has higher overall image quality (I consis- tently hear it rated as the best or close to the best), but not as low emissions as the Hitachi. ",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5177," It first depends on what an idle cpu is doing!  I'm not sure about DOS, but many multitasking OSs have an loop like this   loop:  is there anything to do?   YES -> do it; goto loop   NO  -> goto loop   The CPU is not doing any work but it is still processing instructions...  It will also respond to interupts...   Guy",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5460,"I believe I have the same monitor problem.  I have a system from Micron  Computers with the 15"" Mag 1564 (the same monitor as the gateway) and am having the same symptoms.  What's this with removing the monitor extension cable? ",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5497,"I went out and bought the PAS16 yesterday, and installed it into my Gateway DX2-66V. I followed the instructions and set the SB side with DMA 1 and IRQ5 (the default) and then the PAS side with DMA 5 and IRQ 10. My question is how should I configure for MPU-401 compatibility. The manual and installation program recommended IRQ2, but on my machine it is configured to [cascade] to IRQ8-15. So can I still use IRQ2, or should I choose a different one? Right now I have the MPU-401 emulation mode turned off. Actually what is this ""cascade to IRQ8-15"" business?    A related questions (to other GW or VL-bus machine owners) I was told that  only DMA 5, 6, 7 are 16 bit DMAs, and 0-4 are 8 bit DMAs. Now what about 32-bit VL-bus mastering DMAs?? Which DMA channel(s) is used by the VL-bus extension to do 32-bit DMA?  Yet another question, after installing PAS16, my Links (golf game) will hang the machine when I select SB mode and run, but works with Adlib mode?? Civilization however works fine ( at least so far). Any body knows what I might have done wrong? ",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5300," NO! I'm running both at home. Ok, to the cumpter is turned off right now but I did boot BSD/386 from an IDE drive, most of the system is on a SCSI drive...  I'm using an Adaptec 1542B and a no-name el-cheapo IDE card.   Guy",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5502,"Hi   I have heard about a linear mode for the ET4000, in which the 1Mb video  memory in linearly accesibly instead of the usual 64k pages. Does anyone know more about this ? How can I enable it and to what address is the video memory mapped to ?",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5408," Actually, the iAPX86 family has a HALT instruction that causes the CPU to cease processing instructions.  The CPU resumes processing either by being reset or by receiving an external (hardware) interrupt.  This is different from the power management facilities Victor mentions.  Of course, whether an operating system's idle loop uses the HALT instruction is another matter entirely. --  Kenneth R. Ballou    VOICE:   (617) 494-0990 Oberon Software, Inc.    FAX:   (617) 494-0414 One Memorial Drive, Cambridge, MA  02142 Internet:     ballou@oberon.com",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5253,"In-reply-to: johnn@eskimo.com's message of 21 Apr 93 23:03:27 GMT Newsgroups: comp.sys.ibm.pc.hardware,comp.sys.amiga.hardware,comp.sys.sun.hardware Subject: Re: Monitors - Nanao? References: <C5uw1t.3HI@eskimo.com> Distribution:  --text follows this line-- I have a Nanao 17"" (F560?)  on my IPX. I prefer it to my Sun 16"" trinitron at work with all those vertical jitters and the two horizontal shadowmask thingies.  I got it from one of the folks advertising in Computer Shopper et al for $1050 plus about $40 shipping.   I bought a cable which goes from the Sun's 13W3 connector to the monitors 4xRGBS for about $50 from a Macintosh mailorder shop (Relax Technologies).  I'd do it again. Happily. ",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
5455," As far as I know, there is no way to get around the BIOS password except by  shorting out the power supply to the CMOS memory, thereby erasing it. This  will remove the password, but it will also destroy all the previous BIOS  settings, so then you'll have to go and set them all up again. On my 386,  there is a jumper on the motherboard which is provided for the purpose of  shorting the battery. You just short this jumper briefly, and it interrupts  power to the CMOS long enough to erase it. I would imagine there is  something like this on your board too.   In the future, I would suggest that YOU set the password, and leave it on  ""Setup"" only. That way, no-one else can go and reset it or set it to "" Always"" unless they know what password you used. They had to do this over  here too when they got a bunch of new 386's, for just the same reason.  -Dale",3,comp.sys.ibm.pc.hardware,2023-10-14 18:59:16.722480,yes
